Geneid_i5k (limma),Treatment_logFC_i5k_Acinetobacter (limma),Treatment_pvalue_i5k_Acinetobacter (limma),Interaction_logFC_i5k_Acinetobacter (limma),Interaction_pvalue_i5k_Acinetobacter (limma),Geneid_Melbourne (limma),Treatment_logFC_Melbourne_Acinetobacter (limma),Treatment_pvalue_Melbourne_Acinetobacter (limma),Interaction_logFC_Melbourne_Acinetobacter (limma),Interaction_pvalue_Melbourne_Acinetobacter (limma)
ref|XM_023446190.1|,0.129252217,0.937993762,0.464427712,0.701136173,KNC31669,1.55E-01,9.52E-01,-1.99E-01,0.893082
ref|XM_023446191.1|,-0.12116726,0.900444745,0.158148294,0.72522727,KNC31670,2.92E-01,7.49E-01,1.18E-01,0.9357734
ref|XM_023446192.1|,0.044075013,0.937993762,-0.020144921,0.949480696,KNC31671,3.53E-01,8.69E-01,-5.68E-01,0.7023446
ref|XM_023446193.1|,0.06454138,0.937993762,-0.022822874,0.974707772,KNC31672,-4.14E-02,9.52E-01,-7.79E-02,0.8597564
ref|XM_023446194.1|,0.074440472,0.937993762,0.312171368,0.671509565,KNC31673,-8.08E-02,9.52E-01,2.00E-01,0.7719217
ref|XM_023446195.1|,0.129928077,0.937993762,-0.172172098,0.928343957,KNC31674,-5.13E-02,9.52E-01,-3.30E-01,0.579495
ref|XM_023446196.1|,0.079017121,0.937993762,0.158062401,0.941685886,KNC31675,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446197.1|,0.158476663,0.924673424,-0.235552008,0.700532042,KNC31676,8.09E-02,9.52E-01,-6.82E-02,0.9400994
ref|XM_023446198.1|,-0.055231264,0.937993762,0.047350312,0.941164482,KNC31677,8.23E-01,7.17E-01,3.82E-02,0.9925238
ref|XM_023446199.1|,-0.022007533,0.94420144,0.375328059,0.534925283,KNC31678,9.03E-01,6.57E-01,-4.93E-02,0.9889844
ref|XM_023446200.1|,0.055497239,0.937993762,0.022352502,0.962718415,KNC31679,1.75E-01,9.52E-01,-7.93E-02,0.9663715
ref|XM_023446201.1|,0.179827881,0.830298645,-0.195118807,0.708152951,KNC31680,-2.00E+00,7.53E-01,7.62E-01,0.9423233
ref|XM_023446202.1|,-0.13752287,0.937993762,0.524328997,0.614056762,KNC31681,-2.65E-03,9.91E-01,-3.22E-01,0.579495
ref|XM_023446203.1|,0.019330114,0.960484876,-0.201049178,0.73638803,KNC31682,-2.37E-03,9.97E-01,-2.47E-01,0.8893389
ref|XM_023446204.1|,0.245656305,0.937993762,0.394575231,0.798528942,KNC31683,2.60E-01,9.19E-01,6.86E-02,0.9725174
ref|XM_023446205.1|,0.091249162,0.937993762,-0.189950226,0.931779903,KNC31684,1.83E-01,9.47E-01,1.10E-01,0.9445622
ref|XM_023446206.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31685,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446207.1|,-0.67881589,0.752606928,0.640472154,0.632525544,KNC31686,3.90E-01,7.55E-01,2.72E-01,0.8550918
ref|XM_023446208.1|,0.500390464,0.748944719,0.001647537,0.999237931,KNC31687,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446209.1|,-0.272291953,0.937993762,-0.070040715,0.982226329,KNC31688,1.25E-01,9.52E-01,-2.56E-01,0.8054037
ref|XM_023446210.1|,0.14626773,0.842837866,-0.09974749,0.85245603,KNC31689,-1.46E-01,9.23E-01,-5.20E-01,0.579495
ref|XM_023446211.1|,-0.15751441,0.857598707,-0.1728746,0.735974787,KNC31690,2.41E-01,7.69E-01,-2.57E-01,0.7498414
ref|XM_023446212.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31691,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446213.1|,0.087664582,0.937993762,-0.069826472,0.945330459,KNC31692,7.27E-02,9.52E-01,-1.85E-01,0.720876
ref|XM_023446214.1|,-0.031799166,0.960484876,0.156893057,0.906460491,KNC31693,7.44E-02,9.52E-01,4.37E-02,0.9677674
ref|XM_023446215.1|,0.076549519,0.937993762,-0.244354913,0.87797452,KNC31694,-4.90E-02,9.52E-01,-6.34E-01,0.579495
ref|XM_023446216.1|,0.002162613,0.997399221,0.364001636,0.734265463,KNC31695,-1.20E-01,9.36E-01,-1.98E-01,0.7841892
ref|XM_023446217.1|,-0.702719836,0.551557178,-0.398239083,0.696293582,KNC31696,5.46E-02,9.52E-01,-1.55E-01,0.8109778
ref|XM_023446218.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31697,3.17E-01,8.63E-01,4.15E-01,0.7792613
ref|XM_023446219.1|,0.055273702,0.937993762,0.063059994,0.901447423,KNC31698,3.75E-01,7.25E-01,-1.76E-01,0.8961121
ref|XM_023446220.1|,-0.109731228,0.937993762,0.304691731,0.534925283,KNC31699,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446221.1|,-0.23247179,0.937993762,0.900642129,0.534925283,KNC31700,-1.06E-01,9.23E-01,-1.40E-01,0.8268495
ref|XM_023446222.1|,0.250185989,0.748944719,0.045531791,0.949847214,KNC31701,-2.64E-01,9.00E-01,1.91E-01,0.9199602
ref|XM_023446223.1|,0.097070286,0.937993762,-0.385297823,0.732592966,KNC31702,8.49E-02,8.65E-01,-2.50E-01,0.579495
ref|XM_023446224.1|,0.02126405,0.959661758,0.27145363,0.630132185,KNC31703,3.01E-01,9.52E-01,7.10E-01,0.7234429
ref|XM_023446225.1|,-0.009830161,0.9481318,-0.026968395,0.935297985,KNC31704,-8.34E-02,9.52E-01,5.00E-01,0.579495
ref|XM_023446226.1|,0.02591638,0.937993762,-0.122183449,0.637716069,KNC31705,2.16E-01,9.52E-01,-2.49E-01,0.9525006
ref|XM_023446227.1|,-0.170085879,0.815003402,0.040583888,0.949549908,KNC31706,-3.45E-02,9.52E-01,2.23E-01,0.7090503
ref|XM_023446228.1|,0.478085187,0.937993762,0.111555636,0.984698189,KNC31707,-2.65E-01,7.27E-01,-1.88E-01,0.8241187
ref|XM_023446229.1|,0.256668801,0.810143299,-0.011716604,0.99326708,KNC31708,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446230.1|,0.11224801,0.937993762,0.359595234,0.534925283,KNC31709,-5.14E-02,9.52E-01,3.60E-02,0.9445622
ref|XM_023446231.1|,0.373921387,0.764722273,-0.122891234,0.92184594,KNC31710,1.16E-02,9.68E-01,1.25E-01,0.8057407
ref|XM_023446232.1|,-0.046637489,0.937993762,-0.091946753,0.662918658,KNC31711,1.82E-01,7.27E-01,-3.41E-01,0.579495
ref|XM_023446233.1|,-0.005763814,0.982268754,0.220330349,0.534925283,KNC31712,-5.72E-02,9.52E-01,-6.09E-02,0.9691545
ref|XM_023446234.1|,-0.03813184,0.937993762,-0.281804082,0.567405611,KNC31713,3.75E-01,6.57E-01,-2.97E-01,0.6858355
ref|XM_023446235.1|,0.003462113,0.990541787,0.308512419,0.534925283,KNC31714,2.56E-01,7.46E-01,-3.18E-01,0.6111525
ref|XM_023446236.1|,0.108769352,0.937993762,0.068590939,0.957723459,KNC31715,3.59E-01,6.23E-01,4.22E-02,0.9659644
ref|XM_023446237.1|,-0.458273194,0.810143299,1.079468281,0.534925283,KNC31716,-1.50E-01,9.52E-01,-1.40E-01,0.9224453
ref|XM_023446238.1|,-0.197078644,0.937993762,-0.619491154,0.534925283,KNC31717,8.13E-02,9.52E-01,-6.76E-02,0.9355391
ref|XM_023446239.1|,0.045242688,0.937993762,-0.401924052,0.534925283,KNC31718,1.13E-01,9.12E-01,-1.41E-01,0.8302466
ref|XM_023446240.1|,-0.110119403,0.937993762,0.999896633,0.534925283,KNC31719,7.44E-02,9.52E-01,-2.07E-01,0.8325871
ref|XM_023446241.1|,0.089099038,0.937993762,-0.112137343,0.896724299,KNC31720,-6.20E-02,9.52E-01,4.14E-01,0.579495
ref|XM_023446242.1|,0.238306224,0.745105187,-0.164445975,0.738099689,KNC31721,-1.64E-01,9.08E-01,2.83E-01,0.7201776
ref|XM_023446243.1|,0.204896562,0.81760858,-0.420594972,0.534925283,KNC31722,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446244.1|,-0.165195882,0.811998907,0.274015523,0.534925283,KNC31723,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446245.1|,-0.035689976,0.937993762,0.165784112,0.649742538,KNC31724,3.62E-01,9.52E-01,-1.01E+00,0.5804686
ref|XM_023446246.1|,0.013917266,0.981112748,0.38818884,0.678810668,KNC31725,1.92E-01,8.00E-01,-1.52E-01,0.866297
ref|XM_023446247.1|,0.041159678,0.937993762,-0.138102424,0.875601696,KNC31726,-1.89E-01,8.38E-01,-5.61E-02,0.9594242
ref|XM_023446248.1|,-0.09573855,0.919879968,0.166316157,0.608917624,KNC31727,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446249.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31728,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446250.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31729,-3.53E-01,7.17E-01,5.91E-01,0.579495
ref|XM_023446251.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31730,2.06E-02,9.52E-01,-2.11E-01,0.579495
ref|XM_023446252.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31731,-1.31E-01,9.52E-01,-5.16E-01,0.7905447
ref|XM_023446253.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31732,-2.15E-01,9.52E-01,2.47E-01,0.9284024
ref|XM_023446254.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31733,-1.48E-01,9.52E-01,2.15E-01,0.900265
ref|XM_023446255.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31734,1.96E-02,9.52E-01,-3.79E-01,0.579495
ref|XM_023446256.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31735,-1.10E-02,9.84E-01,-3.85E-01,0.7106044
ref|XM_023446257.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31736,2.61E-01,7.27E-01,-9.03E-02,0.9423233
ref|XM_023446258.1|,-0.003921984,0.992709001,0.219634762,0.8179243,KNC31737,-6.56E-02,9.52E-01,6.58E-02,0.9460746
ref|XM_023446259.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31738,1.43E-01,8.25E-01,-1.50E-01,0.8147077
ref|XM_023446260.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31739,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446261.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31740,-2.10E-01,9.52E-01,-2.42E-02,0.9932718
ref|XM_023446262.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31741,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446263.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31742,6.82E-04,9.98E-01,4.76E-02,0.9445622
ref|XM_023446264.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31743,-7.02E-02,9.52E-01,-8.96E-02,0.8896815
ref|XM_023446265.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31744,-1.47E-01,7.42E-01,5.20E-02,0.9410732
ref|XM_023446266.1|,-0.061296757,0.937993762,0.036884741,0.930532625,KNC31745,1.38E-01,8.30E-01,1.22E-01,0.8544062
ref|XM_023446267.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31746,8.46E-02,9.52E-01,-6.13E-02,0.9489305
ref|XM_023446268.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31747,5.44E-02,9.52E-01,5.24E-01,0.579495
ref|XM_023446269.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31748,3.48E-01,7.49E-01,7.70E-02,0.9594242
ref|XM_023446270.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31749,1.24E-01,9.10E-01,9.07E-02,0.9226947
ref|XM_023446271.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31750,-5.00E-02,9.52E-01,-6.62E-02,0.9402529
ref|XM_023446272.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31751,-7.09E-02,9.52E-01,-5.84E-02,0.9416645
ref|XM_023446273.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31752,-7.07E-02,9.42E-01,8.60E-02,0.8632131
ref|XM_023446274.1|,0.606472674,0.820554971,0.451215242,0.81374472,KNC31753,-9.54E-02,9.52E-01,1.04E-01,0.9423233
ref|XM_023446275.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31754,8.34E-02,9.52E-01,-3.37E-01,0.579495
ref|XM_023446276.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31755,-1.29E-01,9.52E-01,1.14E+00,0.579495
ref|XM_023446277.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31756,8.08E-04,9.96E-01,-2.94E-01,0.579495
ref|XM_023446278.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31757,-1.21E-01,7.83E-01,7.87E-03,0.9927457
ref|XM_023446279.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31758,4.97E-02,9.52E-01,-2.10E-01,0.579495
ref|XM_023446280.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31759,-1.12E-01,9.52E-01,6.67E-01,0.579495
ref|XM_023446281.1|,0.249573254,0.937993762,0.955901913,0.534925283,KNC31760,1.19E-01,9.20E-01,3.36E-01,0.579495
ref|XM_023446282.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31761,-5.19E-02,9.52E-01,-3.33E-01,0.579495
ref|XM_023446283.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31762,-4.90E-02,9.67E-01,1.05E+00,0.579495
ref|XM_023446284.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31763,4.10E-01,7.17E-01,-3.10E-02,0.9852989
ref|XM_023446285.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31764,5.23E-01,7.68E-01,-2.77E-01,0.9083236
ref|XM_023446286.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31765,1.15E-01,9.52E-01,-6.64E-01,0.579495
ref|XM_023446287.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31766,-1.86E-01,8.35E-01,-6.41E-02,0.9526931
ref|XM_023446288.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31767,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446289.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31768,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446290.1|,0.095995416,0.937993762,-0.518504788,0.534925283,KNC31769,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446291.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31770,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446292.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31771,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446293.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31772,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446294.1|,0.2478438,0.797470747,0.270191603,0.626251763,KNC31773,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446295.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31774,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446296.1|,-0.047677123,0.937993762,-0.596428258,0.534925283,KNC31775,-4.60E-02,9.52E-01,4.53E-01,0.579495
ref|XM_023446297.1|,-0.498169842,0.842837866,0.513694438,0.739964074,KNC31776,-3.48E-01,7.27E-01,9.73E-03,0.9950709
ref|XM_023446298.1|,-0.265254478,0.862261534,0.577585351,0.534925283,KNC31777,8.45E-02,9.52E-01,-1.82E-01,0.7072053
ref|XM_023446299.1|,0.016999711,0.960484876,0.001137385,0.998954979,KNC31778,-2.75E-02,9.52E-01,-2.78E-01,0.6657402
ref|XM_023446300.1|,0.323988145,0.937993762,-0.762354754,0.534925283,KNC31779,1.11E-01,9.52E-01,1.27E-01,0.8931135
ref|XM_023446301.1|,0.026626344,0.957822454,-0.289668253,0.691948973,KNC31780,-1.14E-01,9.52E-01,1.37E-02,0.9935392
ref|XM_023446302.1|,0.158118374,0.937993762,-0.574617053,0.534925283,KNC31781,8.51E-02,9.52E-01,6.93E-02,0.9666449
ref|XM_023446303.1|,0.066380645,0.937993762,0.031633287,0.944841876,KNC31782,1.54E-01,9.52E-01,-3.37E-01,0.7219774
ref|XM_023446304.1|,-0.051395667,0.937993762,0.094815456,0.85664909,KNC31783,-1.50E-01,9.52E-01,3.58E-01,0.7473732
ref|XM_023446305.1|,-0.199746071,0.861109978,-0.239031834,0.711632977,KNC31784,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446306.1|,-0.590094894,0.752606928,-0.697692179,0.534925283,KNC31785,-2.25E-01,9.52E-01,1.26E+00,0.579495
ref|XM_023446307.1|,-0.369337789,0.68869966,0.227702768,0.707014561,KNC31786,-1.21E-01,9.52E-01,-6.99E-01,0.579495
ref|XM_023446308.1|,0.061458434,0.937993762,-0.554617953,0.595839871,KNC31787,1.75E-02,9.69E-01,3.17E-01,0.5906959
ref|XM_023446309.1|,0.125655619,0.870143953,-0.201171214,0.581925146,KNC31788,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446310.1|,0.197482249,0.752606928,-0.268441627,0.534925283,KNC31789,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446311.1|,-0.102542528,0.870143953,-0.045705443,0.926170804,KNC31790,-1.32E-01,9.52E-01,-3.19E-01,0.7826356
ref|XM_023446312.1|,-0.500007303,0.937993762,-1.829146862,0.54658546,KNC31791,-2.72E-01,6.26E-01,-1.34E-01,0.8268495
ref|XM_023446313.1|,0.08777171,0.966015204,-1.084357263,0.731654437,KNC31792,2.35E-02,9.60E-01,-2.17E-01,0.7869595
ref|XM_023446314.1|,-1.264741431,0.797470747,1.193547752,0.684454529,KNC31793,-1.51E-01,9.26E-01,1.40E-01,0.8981254
ref|XM_023446315.1|,0.39296286,0.937993762,-0.628901886,0.72522727,KNC31794,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446316.1|,0.116009976,0.937993762,-0.062758076,0.943477999,KNC31795,-2.97E-02,9.52E-01,-3.46E-01,0.579495
ref|XM_023446317.1|,0.189260591,0.937993762,0.255273556,0.7764904,KNC31796,5.89E-01,9.33E-01,9.95E-01,0.7864216
ref|XM_023446318.1|,-0.010554801,0.978841076,0.079995847,0.928844464,KNC31797,4.22E-02,9.52E-01,-5.22E-01,0.579495
ref|XM_023446319.1|,-0.145081372,0.937993762,-0.094583064,0.928864412,KNC31798,1.76E-03,9.95E-01,2.35E-01,0.5913812
ref|XM_023446320.1|,0.065153713,0.937993762,-0.036277212,0.945215901,KNC31799,1.38E-01,9.52E-01,2.09E+00,0.579495
ref|XM_023446321.1|,0.298596297,0.815003402,-0.219641881,0.811402456,KNC31800,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446322.1|,0.033533869,0.937993762,-0.10651459,0.571004546,KNC31801,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446323.1|,0.532098359,0.888348965,-0.613482964,0.749488204,KNC31802,8.77E-02,9.52E-01,1.25E-01,0.9441284
ref|XM_023446324.1|,-0.045189416,0.937993762,0.209869478,0.840032446,KNC31803,-2.72E-02,9.52E-01,-2.82E-02,0.9548151
ref|XM_023446325.1|,0.006483832,0.989048177,-0.033047031,0.977293799,KNC31804,-1.00E-01,8.83E-01,9.24E-02,0.8781809
ref|XM_023446326.1|,0.008498884,0.974053756,-0.122077068,0.759401408,KNC31805,6.72E-02,9.52E-01,3.93E-02,0.9538665
ref|XM_023446327.1|,-0.102885675,0.937993762,0.072977173,0.900872051,KNC31806,-7.84E-02,9.52E-01,-9.21E-02,0.9147826
ref|XM_023446328.1|,-0.155184565,0.929450696,-0.426180324,0.534925283,KNC31807,2.26E-02,9.72E-01,-4.74E-01,0.579495
ref|XM_023446329.1|,-0.114570275,0.860213909,-0.153651144,0.65563475,KNC31808,3.62E-01,9.16E-01,5.43E-01,0.7814228
ref|XM_023446330.1|,0.073256788,0.937993762,-0.224279104,0.534925283,KNC31809,-1.85E-02,9.52E-01,-6.30E-02,0.736605
ref|XM_023446331.1|,-0.187978099,0.937993762,0.613524965,0.534925283,KNC31810,-1.39E-01,7.49E-01,-6.55E-02,0.914096
ref|XM_023446332.1|,0.146796746,0.937993762,-0.994267655,0.534925283,KNC31811,9.06E-02,9.52E-01,6.04E-01,0.579495
ref|XM_023446333.1|,-0.009534092,0.971381445,-0.255006608,0.534925283,KNC31812,5.24E-02,9.52E-01,5.45E-01,0.579495
ref|XM_023446334.1|,-0.074324244,0.937993762,0.027273024,0.948216369,KNC31813,-3.61E-03,9.91E-01,-2.65E-02,0.9765958
ref|XM_023446335.1|,-0.018569523,0.937993762,0.150018997,0.570021114,KNC31814,-3.89E-01,9.26E-01,7.48E-01,0.7007601
ref|XM_023446336.1|,-0.014806284,0.937993762,-0.103471395,0.534925283,KNC31815,6.29E-03,9.95E-01,-7.98E-01,0.6640843
ref|XM_023446337.1|,-0.01119994,0.942585063,-0.075530251,0.78202375,KNC31816,6.22E-02,9.52E-01,-4.67E-01,0.579495
ref|XM_023446338.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31817,8.98E-02,9.23E-01,7.68E-02,0.9071516
ref|XM_023446339.1|,-0.147524988,0.810127766,0.293502396,0.534925283,KNC31818,5.95E-02,9.52E-01,-2.27E-01,0.5945711
ref|XM_023446340.1|,0.070312425,0.937993762,-0.071017759,0.936592609,KNC31819,-9.41E-02,9.52E-01,2.27E-01,0.6755388
ref|XM_023446341.1|,-0.048667059,0.937993762,0.27196325,0.534925283,KNC31820,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446342.1|,0.017598856,0.965984317,0.074204345,0.931198063,KNC31821,-2.01E-01,9.52E-01,-5.20E-01,0.7766564
ref|XM_023446343.1|,0.056016053,0.937993762,-0.648966328,0.534925283,KNC31822,1.43E-02,9.52E-01,-1.42E-01,0.6141596
ref|XM_023446344.1|,-0.210252432,0.934929065,-0.02163141,0.987995204,KNC31823,-2.58E-01,8.20E-01,-4.86E-02,0.9734062
ref|XM_023446345.1|,-0.027179137,0.937993762,-0.06186287,0.786005056,KNC31824,-7.25E-02,8.44E-01,2.95E-01,0.579495
ref|XM_023446346.1|,-0.043023943,0.937993762,-0.008769639,0.988431629,KNC31825,-5.10E-02,9.52E-01,-3.30E-01,0.579495
ref|XM_023446347.1|,-0.254021035,0.85226679,-0.130873774,0.905659556,KNC31826,1.14E-01,9.16E-01,-2.50E-01,0.6161273
ref|XM_023446348.1|,0.262241363,0.892685148,-0.072864252,0.954604163,KNC31827,-1.22E-01,7.51E-01,5.81E-02,0.9131209
ref|XM_023446349.1|,0.148365665,0.937993762,0.351667109,0.786481568,KNC31828,1.57E-02,9.73E-01,7.72E-02,0.9487143
ref|XM_023446350.1|,0.047930338,0.952062796,0.121454579,0.944413818,KNC31829,3.44E-02,9.52E-01,1.77E-01,0.8782947
ref|XM_023446351.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC31830,-4.88E-02,9.52E-01,-5.93E-01,0.579495
ref|XM_023446352.1|,0.049814737,0.937993762,0.326652634,0.612205964,KNC31831,3.75E-02,9.70E-01,2.34E-01,0.9203877
ref|XM_023446353.1|,0.030227242,0.965615215,0.709613504,0.534925283,KNC31832,-1.45E-01,7.17E-01,3.94E-02,0.9443571
ref|XM_023446354.1|,-0.015192115,0.937993762,0.118316351,0.649475557,KNC31833,-7.86E-02,8.59E-01,-9.14E-03,0.9878483
ref|XM_023446355.1|,0.245288531,0.748944719,-0.248432128,0.576507383,KNC31834,7.44E-02,9.52E-01,1.19E-01,0.8530429
ref|XM_023446356.1|,0.020241453,0.991063417,-0.98707024,0.763369,KNC31835,-4.22E-03,9.79E-01,6.81E-02,0.8501254
ref|XM_023446357.1|,-0.046999294,0.937993762,0.251524745,0.57935945,KNC31836,-8.82E-02,9.52E-01,8.16E-02,0.9343072
ref|XM_023446358.1|,0.004732277,0.991615223,0.544173137,0.534925283,KNC31837,-5.12E-02,9.52E-01,1.22E-01,0.6510258
ref|XM_023446359.1|,0.170991836,0.811932969,-0.040771077,0.948494045,KNC31838,7.01E-03,9.79E-01,1.03E-01,0.8644319
ref|XM_023446360.1|,0.052795939,0.937993762,0.249945531,0.740067456,KNC31839,1.31E-01,7.73E-01,-2.01E-01,0.5945131
ref|XM_023446361.1|,0.145216237,0.937993762,-0.721437808,0.691151248,KNC31840,-4.54E-02,9.52E-01,-1.10E-01,0.8919457
ref|XM_023446362.1|,-0.031881421,0.937993762,0.053299676,0.864423142,KNC31841,-1.35E-01,7.53E-01,-6.82E-02,0.9066312
ref|XM_023446363.1|,0.030000968,0.960484876,0.292333954,0.763782391,KNC31842,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446364.1|,0.005726063,0.984503182,-0.085779806,0.894671806,KNC31843,3.59E-02,9.52E-01,-1.12E-01,0.8895981
ref|XM_023446365.1|,0.054138664,0.937993762,-0.151579971,0.61712603,KNC31844,4.90E-02,9.52E-01,1.17E-01,0.9068423
ref|XM_023446366.1|,-0.153462813,0.937993762,-0.162057162,0.932614404,KNC31845,-1.04E-01,7.72E-01,-1.74E-01,0.579495
ref|XM_023446367.1|,-0.431276332,0.85226679,0.038547598,0.986347063,KNC31846,3.37E-01,9.09E-01,2.82E-01,0.9016967
ref|XM_023446368.1|,0.058005756,0.937993762,-0.209728872,0.836865869,KNC31847,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023446369.1|,0.347858149,0.937993762,-0.339655179,0.92184594,KNC31848,-4.60E-03,9.92E-01,-4.76E-02,0.9698162
ref|XM_023446370.1|,-0.002833818,0.99773199,0.07277164,0.975087177,KNC31849,-2.93E-01,8.44E-01,3.50E-01,0.78803
ref|XM_023446371.1|,0.114333348,0.870143953,0.020871078,0.969513468,KNC31850,-8.53E-02,9.52E-01,-1.22E-01,0.9289564
ref|XM_023446372.1|,-0.064460232,0.937993762,-0.104228848,0.715970074,KNC31851,4.21E-02,9.52E-01,-2.08E-01,0.579495
ref|XM_023446373.1|,-0.091105622,0.953752836,0.851204609,0.731648774,KNC31852,-4.95E-02,9.52E-01,-6.72E-02,0.9489305
ref|XM_023446374.1|,0.161160307,0.900444745,-0.355636603,0.534925283,KNC31853,-8.55E-02,9.52E-01,7.51E-03,0.9961944
ref|XM_023446375.1|,-0.02955747,0.937993762,0.09583051,0.841812705,KNC31854,8.22E-02,9.52E-01,-6.55E-02,0.9423233
ref|XM_023446376.1|,0.095545503,0.937993762,-0.237084826,0.718610195,KNC31855,8.13E-02,9.52E-01,-6.76E-02,0.9355391
ref|XM_023446377.1|,0.003528795,0.992340865,-0.149570194,0.860077034,KNC31856,-2.34E-02,9.79E-01,8.75E-01,0.579495
ref|XM_023446378.1|,-0.017425774,0.937993762,-0.03275674,0.91847668,KNC31857,1.00E-02,9.87E-01,8.43E-02,0.9594242
ref|XM_023446379.1|,-0.075408416,0.937993762,-0.12949178,0.943087824,KNC31858,8.50E-02,9.32E-01,9.42E-03,0.9922655
ref|XM_023446380.1|,0.001793261,0.992340865,0.216630311,0.534925283,KNC31859,-8.84E-02,8.73E-01,4.74E-02,0.9423233
ref|XM_023446381.1|,0.093919928,0.937993762,-0.430710056,0.534925283,KNC31860,-6.56E-02,9.08E-01,1.56E-01,0.579495
