Geneid_i5k (limma),A1_logFC_i5k (limma),A1_pvalue_i5k (limma),A4_logFC_i5k (limma),A4_pvalue_i5k (limma),Geneid_Melbourne (limma),A1_logFC_Melbourne (limma),A1_pvalue_Melbourne (limma),A4_logFC_Melbourne (limma),A4_pvalue_Melbourne (limma)
ref|XM_023442016.1|,-0.095713111,0.7485031,-0.232498522,0.476579357,KNC27495,-8.01E-02,0.71010717,5.29E-02,0.655721244
ref|XM_023442017.1|,-0.08968618,0.733325184,-0.036935058,0.872366226,KNC27496,1.18E-01,0.68924462,-2.15E-01,0.658536109
ref|XM_023442018.1|,0.079112627,0.671002529,0.114305006,0.568086765,KNC27497,-6.35E-02,0.83129836,-1.42E-01,0.58849593
ref|XM_023442019.1|,-0.161199583,0.671002529,-0.158411908,0.447455409,KNC27498,1.72E-01,0.68924462,-1.21E-01,0.655721244
ref|XM_023442020.1|,-0.018682482,0.979597384,0.005809183,0.987932502,KNC27499,1.81E-02,0.97928335,2.16E-01,0.655721244
ref|XM_023442021.1|,0.286776301,0.671002529,-0.059502717,0.848398263,KNC27500,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442022.1|,0.286738108,0.671002529,0.036806283,0.832305481,KNC27501,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442023.1|,0.004377374,0.984755926,-0.09030773,0.603706212,KNC27502,1.23E-01,0.87429985,-8.38E-02,0.914789513
ref|XM_023442024.1|,-0.138129406,0.671002529,-0.012709317,0.924157856,KNC27503,-6.50E-02,0.95415081,-2.06E-02,0.981200628
ref|XM_023442025.1|,0.288290167,0.671002529,-0.615197526,0.49910303,KNC27504,-6.15E-02,0.85872255,-2.30E-01,0.571897208
ref|XM_023442026.1|,-0.041578531,0.943725925,0.008242629,0.984540148,KNC27505,-3.84E-01,0.70882532,-5.41E-01,0.655721244
ref|XM_023442027.1|,-0.276569447,0.671002529,-0.672636786,0.525854101,KNC27506,6.25E-03,0.97928335,-9.45E-02,0.619130768
ref|XM_023442028.1|,-0.028005833,0.972446772,0.518820224,0.353752074,KNC27507,2.29E-01,0.73127464,2.18E-01,0.62684736
ref|XM_023442029.1|,0.085698392,0.807805707,0.089581122,0.638985097,KNC27508,1.20E+00,0.63513182,-5.49E-01,0.655721244
ref|XM_023442030.1|,-0.199292662,0.671002529,0.185103843,0.603706212,KNC27509,3.62E-01,0.68924462,2.15E-01,0.846936973
ref|XM_023442031.1|,0.263624737,0.671002529,-0.012239485,0.972696625,KNC27510,-6.46E-02,0.72225701,4.65E-02,0.655721244
ref|XM_023442032.1|,0.303864575,0.671002529,0.268987188,0.298424603,KNC27511,-2.50E-02,0.97928335,2.96E-01,0.645509656
ref|XM_023442033.1|,0.019604976,0.965255978,0.008252848,0.979721001,KNC27512,3.70E-02,0.83362445,-1.06E-01,0.586336314
ref|XM_023442034.1|,-0.460752249,0.717338698,-0.083695687,0.603706212,KNC27513,1.82E-01,0.68924462,5.03E-02,0.655721244
ref|XM_023442035.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27514,1.07E-01,0.68924462,9.51E-02,0.618763011
ref|XM_023442036.1|,1.41065994,0.671002529,2.393937378,0.476900306,KNC27515,3.69E-02,0.91607093,1.43E-01,0.617265918
ref|XM_023442037.1|,0.351651076,0.671002529,-0.038045108,0.850448559,KNC27516,5.28E-02,0.86351469,-2.02E-01,0.619130768
ref|XM_023442038.1|,1.527086627,0.671002529,0.948138504,0.739257963,KNC27517,3.13E-03,0.9918204,-1.58E-01,0.504986913
ref|XM_023442039.1|,0.356410591,0.671002529,-0.008810529,0.976356151,KNC27518,-5.53E-02,0.79805935,1.59E-01,0.61595225
ref|XM_023442040.1|,0.374780464,0.671002529,-0.086252031,0.791774768,KNC27519,9.27E-02,0.71408939,8.46E-02,0.655721244
ref|XM_023442041.1|,-0.401463376,0.786100832,0.467134931,0.630167398,KNC27520,4.04E-01,0.63513182,1.55E-01,0.655721244
ref|XM_023442042.1|,-0.276394815,0.944926143,0.183895764,0.80042485,KNC27521,2.99E-01,0.68924462,-2.80E-02,0.966604089
ref|XM_023442043.1|,0.118880038,0.671002529,0.029305083,0.845642889,KNC27522,-2.08E-01,0.83497311,1.45E-01,0.884080248
ref|XM_023442044.1|,-0.985727356,0.671002529,1.019487857,0.431407526,KNC27523,3.51E-02,0.84378497,-2.07E-03,0.985874459
ref|XM_023442045.1|,0.500589982,0.671002529,-0.275473854,0.768910487,KNC27524,6.64E-02,0.69048198,-1.87E-01,0.338626724
ref|XM_023442046.1|,-0.318216744,0.671002529,-0.244505316,0.603706212,KNC27525,-9.35E-02,0.73459216,-1.69E-01,0.38556682
ref|XM_023442047.1|,-0.099567525,0.825524425,-0.288897463,0.603706212,KNC27526,7.69E-02,0.68924462,-1.42E-01,0.437094941
ref|XM_023442048.1|,0.312212151,0.671002529,0.064492253,0.759047474,KNC27527,9.96E-02,0.82981385,-8.67E-02,0.674453043
ref|XM_023442049.1|,0.091954678,0.671002529,0.027354675,0.846677064,KNC27528,-1.89E-01,0.68924462,1.96E-01,0.655721244
ref|XM_023442050.1|,0.289696186,0.671002529,0.048746713,0.841581542,KNC27529,-2.28E-01,0.68924462,3.08E-02,0.866463278
ref|XM_023442051.1|,-0.016846357,0.959755993,-0.136868495,0.603706212,KNC27530,1.16E-01,0.81556179,1.02E-01,0.899479909
ref|XM_023442052.1|,0.550700444,0.671002529,0.106524707,0.615517599,KNC27531,-7.05E-02,0.84385609,-7.87E-02,0.733003859
ref|XM_023442053.1|,-0.278197833,0.671002529,-0.123183748,0.603706212,KNC27532,1.37E-01,0.7526915,8.66E-03,0.975069391
ref|XM_023442054.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27533,2.16E-01,0.68924462,-8.85E-02,0.655721244
ref|XM_023442055.1|,-0.137674803,0.741086932,-0.12455493,0.603706212,KNC27534,1.88E-01,0.78249786,-4.55E-02,0.87155336
ref|XM_023442056.1|,0.25507808,0.783257056,-0.089526404,0.940707004,KNC27535,5.99E-01,0.66192886,2.02E-01,0.785181409
ref|XM_023442057.1|,-0.011039328,0.983663258,0.097675809,0.6376084,KNC27536,-1.47E-01,0.85264127,-8.32E-02,0.893030032
ref|XM_023442058.1|,0.030161117,0.909282827,-0.066994582,0.805303057,KNC27537,4.19E-01,0.68924462,-3.18E-01,0.655721244
ref|XM_023442059.1|,-0.003510239,0.99107821,0.049925449,0.837596823,KNC27538,1.18E-01,0.68924462,1.51E-01,0.780987297
ref|XM_023442060.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27539,3.85E-01,0.68924462,-8.30E-02,0.896588497
ref|XM_023442061.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27540,-2.50E-01,0.68924462,1.81E-01,0.773696845
ref|XM_023442062.1|,0.425588896,0.671002529,0.10472694,0.798890907,KNC27541,-3.98E-01,0.68924462,2.99E-01,0.655721244
ref|XM_023442063.1|,0.176058858,0.671002529,-0.076151898,0.731396247,KNC27542,-1.65E-02,0.94393473,5.00E-02,0.655721244
ref|XM_023442064.1|,-0.110664875,0.810137545,-0.13064689,0.638601135,KNC27543,1.03E-02,0.97928335,-1.61E-01,0.526796097
ref|XM_023442065.1|,-0.000841915,0.998424492,0.137517321,0.706351381,KNC27544,1.36E-01,0.68924462,5.66E-02,0.788455023
ref|XM_023442066.1|,-0.279569071,0.671002529,-0.088751662,0.869342131,KNC27545,-1.59E-01,0.68924462,-1.16E-01,0.531175371
ref|XM_023442067.1|,-0.342801262,0.671002529,0.240450241,0.603706212,KNC27546,-2.69E-01,0.68924462,-5.38E-02,0.893030032
ref|XM_023442068.1|,-0.401921605,0.671002529,0.156935823,0.7887572,KNC27547,1.88E-01,0.68924462,-4.90E-02,0.655721244
ref|XM_023442069.1|,0.2678017,0.760177379,0.102820177,0.727812182,KNC27548,2.93E-01,0.77816633,5.14E-01,0.326777981
ref|XM_023442070.1|,0.062927797,0.758185092,0.14464682,0.603706212,KNC27549,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442071.1|,-0.180833499,0.948729807,-2.267294957,0.461212409,KNC27550,4.43E-01,0.68924462,5.91E-01,0.655721244
ref|XM_023442072.1|,0.407898736,0.671002529,0.015148238,0.95683169,KNC27551,-6.60E-02,0.68924462,7.86E-02,0.655721244
ref|XM_023442073.1|,-0.268740537,0.759063141,0.304513421,0.797004758,KNC27552,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442074.1|,0.118248472,0.671002529,0.225595029,0.703299277,KNC27553,-5.38E-03,0.99551746,1.25E+00,0.254670145
ref|XM_023442075.1|,-0.215064654,0.722078939,-0.083695687,0.603706212,KNC27554,1.18E-01,0.68924462,4.91E-02,0.892440838
ref|XM_023442076.1|,-0.290072312,0.775083782,-0.227730506,0.703531873,KNC27555,2.68E-01,0.68924462,1.63E-01,0.655721244
ref|XM_023442077.1|,0.030568453,0.972180003,0.148523263,0.603706212,KNC27556,-1.81E-01,0.68924462,-5.27E-02,0.789267371
ref|XM_023442078.1|,-0.170365814,0.671002529,0.180414623,0.603706212,KNC27557,-8.31E-02,0.81226085,4.16E-02,0.854238827
ref|XM_023442079.1|,-0.050309505,0.816690441,0.014106829,0.936830225,KNC27558,-3.28E-02,0.85631477,-2.93E-02,0.823571487
ref|XM_023442080.1|,0.042550627,0.829973384,-0.056358482,0.603706212,KNC27559,2.26E-01,0.68924462,3.22E-02,0.874846029
ref|XM_023442081.1|,-0.033663382,0.951705889,-0.090459285,0.80215618,KNC27560,-1.18E-02,0.96687277,6.18E-03,0.954729072
ref|XM_023442082.1|,0.277203037,0.671002529,-0.232719217,0.603706212,KNC27561,2.05E-01,0.68924462,1.40E-01,0.655721244
ref|XM_023442083.1|,-0.247978362,0.671002529,-0.057514903,0.826484092,KNC27562,2.78E-02,0.92312446,2.10E-02,0.892440838
ref|XM_023442084.1|,0.118728708,0.671002529,-0.004719612,0.987790419,KNC27563,-3.33E-01,0.68924462,1.55E-01,0.74037409
ref|XM_023442085.1|,-0.035211986,0.827519606,-0.110604708,0.603706212,KNC27564,-1.35E-01,0.69957556,-2.15E-01,0.464205279
ref|XM_023442086.1|,-1.13933261,0.671002529,0.401250141,0.697358544,KNC27565,-1.78E-02,0.9820442,3.13E-01,0.655721244
ref|XM_023442087.1|,-0.0931651,0.767885654,0.028532003,0.900769393,KNC27566,2.53E-01,0.68924462,-2.15E-01,0.655721244
ref|XM_023442088.1|,-0.458645311,0.671002529,-0.099035906,0.769447696,KNC27567,-1.97E-01,0.8056168,4.18E-01,0.655721244
ref|XM_023442089.1|,-0.013163073,0.979547023,-0.10631316,0.603706212,KNC27568,5.58E-01,0.68924462,2.46E-01,0.696992489
ref|XM_023442090.1|,-0.131967045,0.671002529,-0.018851425,0.903880633,KNC27569,-1.67E-01,0.68924462,2.31E-02,0.836939644
ref|XM_023442091.1|,0.086286077,0.878278067,0.126085893,0.577166954,KNC27570,1.95E-01,0.68924462,-1.13E-02,0.975069391
ref|XM_023442092.1|,-0.031425873,0.967730984,0.026645375,0.973096997,KNC27571,4.83E-01,0.68924462,-3.57E-01,0.655721244
ref|XM_023442093.1|,-0.218126305,0.671002529,-0.043065176,0.878271362,KNC27572,6.82E-01,0.68924462,-4.72E-01,0.347231198
ref|XM_023442094.1|,0.049959649,0.854366122,0.06116782,0.684055474,KNC27573,2.85E-01,0.68924462,-1.08E-01,0.708647809
ref|XM_023442095.1|,-0.583621915,0.671002529,-0.274184394,0.603706212,KNC27574,6.86E-03,0.98337581,-1.55E-01,0.655721244
ref|XM_023442096.1|,-0.210243227,0.671002529,-0.244680635,0.407455513,KNC27575,3.88E-01,0.68924462,1.81E-01,0.781609176
ref|XM_023442097.1|,-0.428615847,0.671002529,0.100360784,0.853367735,KNC27576,3.85E-01,0.63513182,3.89E-02,0.935184132
ref|XM_023442098.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27577,7.76E-01,0.442748,5.40E-02,0.923500615
ref|XM_023442099.1|,0.109870261,0.898760945,-0.03826176,0.976215054,KNC27578,6.79E-01,0.63513182,-2.01E-01,0.655721244
ref|XM_023442100.1|,-0.253879529,0.671002529,0.123903434,0.603706212,KNC27579,-8.15E-02,0.93610995,-1.87E-01,0.835576931
ref|XM_023442101.1|,0.479273088,0.671002529,0.134638429,0.603706212,KNC27580,4.30E-01,0.68924462,-5.75E-01,0.655721244
ref|XM_023442102.1|,0.060144996,0.887891117,-0.034637338,0.934325863,KNC27581,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442103.1|,0.579052889,0.671002529,0.686032807,0.603706212,KNC27582,4.01E-01,0.68924462,-4.12E-02,0.948132386
ref|XM_023442104.1|,0.0021955,0.993576114,-0.101454678,0.603706212,KNC27583,5.60E-01,0.60677773,-1.40E-01,0.656095054
ref|XM_023442105.1|,-0.039570531,0.881037458,-0.098603939,0.603706212,KNC27584,-4.08E-02,0.97887355,-2.18E-01,0.689426739
ref|XM_023442106.1|,-0.041482136,0.900667094,-0.083813414,0.603706212,KNC27585,7.87E-01,0.68924462,2.13E-01,0.78639298
ref|XM_023442107.1|,0.398858425,0.671002529,0.064952921,0.800512341,KNC27586,1.22E-01,0.93130399,-8.53E-01,0.369760459
ref|XM_023442108.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27587,5.60E-02,0.97928335,-4.25E-01,0.696030605
ref|XM_023442109.1|,0.310461618,0.671002529,-0.091602171,0.83208953,KNC27588,-2.01E-01,0.78804989,-1.15E-01,0.854087088
ref|XM_023442110.1|,0.761128741,0.671002529,0.464644847,0.603706212,KNC27589,2.97E-01,0.68924462,1.09E-01,0.655721244
ref|XM_023442111.1|,-0.015636252,0.979597384,-0.083695687,0.603706212,KNC27590,-3.04E-02,0.96429251,-3.11E-02,0.904878757
ref|XM_023442112.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27591,-4.03E-02,0.95926161,-2.30E-02,0.959297082
ref|XM_023442113.1|,-0.18331138,0.956602545,0.642439106,0.832029402,KNC27592,-4.64E-02,0.93207686,1.73E-01,0.655721244
ref|XM_023442114.1|,-0.420717742,0.671002529,-2.295830954,0.431407526,KNC27593,-5.49E-01,0.68924462,1.80E-01,0.811970181
ref|XM_023442115.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27594,-1.49E-01,0.68924462,-5.06E-02,0.847328178
ref|XM_023442116.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27595,4.03E-01,0.68924462,5.12E-02,0.738858931
ref|XM_023442117.1|,-0.112341623,0.671002529,0.02318354,0.884168864,KNC27596,6.32E-01,0.22913053,3.67E-02,0.940130869
ref|XM_023442118.1|,-0.038867521,0.763440799,0.073836309,0.603706212,KNC27597,7.95E-01,0.27220286,-4.35E-02,0.942511455
ref|XM_023442119.1|,0.29658704,0.671002529,0.186396189,0.603706212,KNC27598,1.07E+00,0.442748,-4.57E-02,0.959772514
ref|XM_023442120.1|,0.784722431,0.671002529,0.923016376,0.522421289,KNC27599,-1.39E-02,0.97928335,-2.15E-01,0.655721244
ref|XM_023442121.1|,0.447476815,0.671002529,0.411947033,0.428968063,KNC27600,5.09E-01,0.68924462,1.81E-01,0.655721244
ref|XM_023442122.1|,0.550851431,0.671002529,-0.523289959,0.603706212,KNC27601,-1.10E-01,0.90304299,4.48E-01,0.615625673
ref|XM_023442123.1|,-0.191283922,0.671002529,0.153314832,0.603706212,KNC27602,2.11E-01,0.68924462,-1.38E-01,0.724209113
ref|XM_023442124.1|,-0.953144096,0.671002529,0.326757855,0.686675701,KNC27603,7.05E-02,0.9595493,-1.94E-02,0.968850477
ref|XM_023442125.1|,-0.88271239,0.671002529,0.37417096,0.603706212,KNC27604,-2.66E-02,0.98404206,1.10E-01,0.893030032
ref|XM_023442126.1|,-0.001696923,0.994783867,0.009796575,0.954065587,KNC27605,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442127.1|,0.094058576,0.746004306,0.018941156,0.927013953,KNC27606,-1.70E-02,0.97928335,-8.30E-02,0.865053169
ref|XM_023442128.1|,1.386454403,0.671002529,1.152963808,0.603706212,KNC27607,-1.64E-01,0.87174399,2.11E-01,0.802749269
ref|XM_023442129.1|,0.75142514,0.671002529,-0.359532943,0.624749286,KNC27608,-8.08E-02,0.97017307,3.24E-01,0.656095054
ref|XM_023442130.1|,-0.248308453,0.671002529,-0.129421975,0.603706212,KNC27609,5.46E-02,0.73192955,4.67E-02,0.655721244
ref|XM_023442131.1|,-0.233851559,0.671002529,-0.055303612,0.707499851,KNC27610,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442132.1|,-0.389151621,0.671002529,0.165098337,0.603706212,KNC27611,1.70E-01,0.80206308,1.81E-01,0.785567242
ref|XM_023442133.1|,-0.570416942,0.671002529,0.218830566,0.741834669,KNC27612,3.03E-01,0.68924462,7.95E-02,0.895448679
ref|XM_023442134.1|,-0.72118852,0.671002529,-0.107831259,0.917936683,KNC27613,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442135.1|,0.028375209,0.990631474,-0.90448058,0.662486377,KNC27614,-2.61E-01,0.73432591,4.02E-02,0.959841237
ref|XM_023442136.1|,-0.049388747,0.869509795,-0.02527071,0.88799804,KNC27615,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442137.1|,0.018379942,0.923828121,-0.022612691,0.861658988,KNC27616,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442138.1|,-0.874258679,0.779620312,-2.271107467,0.603706212,KNC27617,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442139.1|,-0.159659712,0.818838385,-0.027116167,0.931646448,KNC27618,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442140.1|,-0.23305362,0.671002529,0.013180657,0.926494389,KNC27619,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442141.1|,-0.144293862,0.671002529,0.067573124,0.731798468,KNC27620,-1.80E-02,0.97928335,-1.53E-01,0.818910749
ref|XM_023442142.1|,0.121111154,0.730303673,-0.002352607,0.990146724,KNC27621,4.51E-01,0.68924462,-8.32E-02,0.918131614
ref|XM_023442143.1|,0.01168818,0.979597384,0.051388941,0.751081416,KNC27622,-3.65E-01,0.77941527,8.28E-01,0.655721244
ref|XM_023442144.1|,0.396646566,0.671002529,0.063459894,0.848359279,KNC27623,1.15E-01,0.68924462,1.24E-02,0.947639178
ref|XM_023442145.1|,0.564816763,0.671002529,0.1605912,0.804142849,KNC27624,-3.10E-01,0.68924462,1.10E-01,0.665741788
ref|XM_023442146.1|,0.639468723,0.671002529,0.118447896,0.765085195,KNC27625,3.50E-01,0.73688173,1.11E-01,0.893030032
ref|XM_023442147.1|,-0.482774545,0.671002529,0.675732105,0.603706212,KNC27626,1.18E-01,0.68924462,1.81E-01,0.668164192
ref|XM_023442148.1|,-0.27097635,0.671002529,-0.360543438,0.386091043,KNC27627,-1.80E-02,0.97928335,-8.30E-02,0.655721244
ref|XM_023442149.1|,0.174291847,0.880871558,-0.358151978,0.604946597,KNC27628,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442150.1|,-0.166865754,0.671002529,-0.210197466,0.603706212,KNC27629,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442151.1|,0.109460648,0.916487447,0.189865426,0.603706212,KNC27630,-2.79E-01,0.68924462,1.19E-01,0.893030032
ref|XM_023442152.1|,0.111271,0.671002529,0.053683136,0.715620085,KNC27631,-4.29E-01,0.68924462,-2.26E-01,0.655721244
ref|XM_023442153.1|,0.016077864,0.993572746,-0.901994182,0.633901712,KNC27632,-1.55E-01,0.68924462,-3.34E-03,0.985874459
ref|XM_023442154.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27633,-5.20E-01,0.68924462,-2.65E-01,0.655721244
ref|XM_023442155.1|,0.029210053,0.876735295,-0.137101355,0.559824285,KNC27634,-1.45E-01,0.88377023,-2.58E-01,0.799239657
ref|XM_023442156.1|,-0.112088004,0.671002529,0.010864979,0.956382059,KNC27635,2.31E-01,0.68924462,-1.71E-02,0.966604089
ref|XM_023442157.1|,-0.573279825,0.671002529,-0.075013762,0.85884684,KNC27636,-1.07E-01,0.83392167,-1.18E-01,0.668164192
ref|XM_023442158.1|,0.043199426,0.943230892,0.249426235,0.603706212,KNC27637,-3.07E-02,0.96984129,-5.30E-01,0.510834926
ref|XM_023442159.1|,0.174520848,0.671002529,0.073936352,0.755289995,KNC27638,1.05E-01,0.93220333,-1.82E-01,0.859347328
ref|XM_023442160.1|,-0.421884152,0.671002529,-0.030013186,0.978167053,KNC27639,1.22E-01,0.81762642,1.81E-01,0.660786958
ref|XM_023442161.1|,0.061978109,0.910954814,-0.152354185,0.672986754,KNC27640,-9.70E-02,0.95766677,1.40E-01,0.827367572
ref|XM_023442162.1|,-0.20945972,0.671002529,-0.058355953,0.648065452,KNC27641,4.44E-01,0.68924462,-1.21E-01,0.767274539
ref|XM_023442163.1|,0.054422665,0.935911063,-0.401980696,0.492427776,KNC27642,-3.96E-01,0.63513182,-5.92E-02,0.726090028
ref|XM_023442164.1|,-0.205160724,0.671002529,0.260949043,0.603706212,KNC27643,8.46E-02,0.92608481,2.25E-01,0.655721244
ref|XM_023442165.1|,0.385044368,0.671002529,-0.114724202,0.822377774,KNC27644,4.27E-01,0.68924462,-8.19E-02,0.846061986
ref|XM_023442166.1|,0.240000096,0.671002529,-0.054510227,0.782940281,KNC27645,2.37E-01,0.68924462,-5.89E-02,0.892440838
ref|XM_023442167.1|,-0.135142678,0.671002529,-0.01906801,0.92205067,KNC27646,-6.34E-02,0.68924462,-1.34E-01,0.354673093
ref|XM_023442168.1|,-0.224468331,0.671002529,0.040060819,0.766744467,KNC27647,4.71E-01,0.68924462,2.48E-01,0.447018468
ref|XM_023442169.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC27648,-1.14E-02,0.98692223,6.91E-01,0.521619793
ref|XM_023442170.1|,-0.19346087,0.671002529,-0.007743704,0.957149105,KNC27649,4.20E-01,0.68924462,1.08E-01,0.655721244
ref|XM_023442171.1|,-0.061352028,0.755837467,-0.127362646,0.497472182,KNC27650,-6.56E-02,0.84874205,9.52E-02,0.655721244
ref|XM_023442172.1|,-0.203124209,0.671002529,-0.185763361,0.603706212,KNC27651,-1.04E-01,0.68924462,-5.00E-02,0.731325841
ref|XM_023442173.1|,0.333466186,0.71496054,-0.102130743,0.917477103,KNC27652,1.07E-01,0.72969846,-9.25E-02,0.655721244
ref|XM_023442174.1|,0.007406015,0.988289823,0.213005406,0.603706212,KNC27653,1.00E-01,0.71790977,-3.01E-02,0.917550252
ref|XM_023442175.1|,-0.226628393,0.844348464,1.025286169,0.49952598,KNC27654,-1.39E-01,0.87059685,-7.62E-02,0.907989658
ref|XM_023442176.1|,-0.08459005,0.888822909,0.06616695,0.840714092,KNC27655,1.11E-01,0.91021575,1.84E-02,0.982053051
ref|XM_023442177.1|,0.085422021,0.772498607,-0.017709909,0.968725758,KNC27656,1.02E-01,0.83601288,1.56E-01,0.628051882
ref|XM_023442178.1|,0.21497721,0.763680306,-0.044061042,0.903867249,KNC27657,1.68E-01,0.68924462,-1.24E-01,0.48231381
ref|XM_023442179.1|,-0.004127635,0.99107821,0.011162566,0.975833927,KNC27658,-4.86E-01,0.68924462,-4.01E-01,0.753430309
ref|XM_023442180.1|,-0.166239266,0.671002529,0.009118495,0.95968295,KNC27659,3.73E-02,0.93708062,4.71E-02,0.86818323
ref|XM_023442181.1|,-0.133650722,0.671002529,0.02351932,0.915094427,KNC27660,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442182.1|,0.094571176,0.912488896,0.337970426,0.603706212,KNC27661,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442183.1|,-0.220715236,0.671002529,-0.193516761,0.486369175,KNC27662,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442184.1|,0.007605453,0.983663258,0.042409068,0.828721382,KNC27663,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442185.1|,-0.297807403,0.671002529,0.410395059,0.603706212,KNC27664,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442186.1|,-0.134528766,0.671002529,0.112223652,0.647284795,KNC27665,5.40E-01,0.68924462,7.39E-01,0.512930577
ref|XM_023442187.1|,0.21486974,0.843590756,0.34888268,0.603706212,KNC27666,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442188.1|,0.051597817,0.901378272,-0.032721908,0.872497984,KNC27667,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442189.1|,0.178664317,0.671002529,0.096304433,0.603706212,KNC27668,1.92E-01,0.84897594,2.39E-01,0.833796334
ref|XM_023442190.1|,0.053991628,0.677302448,-0.107096239,0.49910303,KNC27669,-1.46E-01,0.81854257,3.13E-01,0.655721244
ref|XM_023442191.1|,-0.037886842,0.946120726,0.276652751,0.566028755,KNC27670,2.89E-02,0.97928335,2.73E-01,0.655721244
ref|XM_023442192.1|,0.037937697,0.962787815,0.056131515,0.900302818,KNC27671,8.90E-02,0.82333202,2.46E-01,0.354673093
ref|XM_023442193.1|,-0.36723896,0.860907916,-0.274378244,0.777419424,KNC27672,-3.86E-01,0.68924462,2.26E-01,0.850131229
ref|XM_023442194.1|,0.452025425,0.843685437,-1.014103919,0.603706212,KNC27673,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442195.1|,0.103434151,0.671002529,0.027447381,0.886757816,KNC27674,-2.81E-01,0.73688173,5.73E-02,0.948132386
ref|XM_023442196.1|,0.19731564,0.671002529,0.047663621,0.698082079,KNC27675,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023442197.1|,-1.136037416,0.671002529,0.011528632,0.989092104,KNC27676,3.62E-01,0.68924462,1.40E-01,0.655721244
ref|XM_023442198.1|,-0.1163189,0.694304066,-0.081712522,0.603706212,KNC27677,1.18E-01,0.68924462,-8.30E-02,0.87146584
ref|XM_023442199.1|,0.224185861,0.671002529,-0.04273337,0.887459188,KNC27678,3.14E-01,0.68924462,3.14E-01,0.655721244
ref|XM_023442200.1|,-0.190173841,0.671002529,-0.123608158,0.671278317,KNC27679,2.25E-01,0.68924462,1.97E-02,0.910253044
ref|XM_023442201.1|,-0.171662248,0.727460101,-0.0074167,0.981178092,KNC27680,-4.59E-01,0.68924462,1.50E-01,0.655721244
ref|XM_023442202.1|,-0.244887884,0.844630163,-0.316848857,0.839403677,KNC27681,5.57E-02,0.85652063,-1.98E-01,0.464205279
ref|XM_023442203.1|,-0.802724536,0.671002529,-0.185747389,0.782940281,KNC27682,-3.42E-02,0.91345949,-1.25E-01,0.655721244
ref|XM_023442204.1|,-0.101447144,0.671002529,-0.063869854,0.603706212,KNC27683,5.06E-03,0.97928335,-9.04E-02,0.464205279
ref|XM_023442205.1|,0.300651225,0.671002529,0.286007755,0.603706212,KNC27684,2.87E-01,0.7983374,-1.87E-01,0.685009586
ref|XM_023442206.1|,-0.219103148,0.744103162,-0.014165404,0.979721001,KNC27685,2.36E-01,0.68924462,-9.91E-02,0.655721244
ref|XM_023442207.1|,0.177324756,0.753959575,0.077360264,0.811709412,KNC27686,1.99E-02,0.96687277,9.35E-02,0.72147842
ref|XM_023442208.1|,-0.089976309,0.834345072,-0.047569506,0.889194962,KNC27687,-2.67E-01,0.85098324,1.24E-01,0.923451758
ref|XM_023442209.1|,0.2920012,0.671002529,0.107758351,0.610638537,KNC27688,-1.28E-01,0.68924462,-7.07E-03,0.95837103
ref|XM_023442210.1|,-0.077766183,0.798344652,0.139648603,0.603706212,KNC27689,-1.29E-02,0.98206079,-4.85E-02,0.893030032
