Geneid_i5k (limma),Treatment_logFC_i5k_Pseudomonas (limma),Treatment_pvalue_i5k_Pseudomonas (limma),Interaction_logFC_i5k_Pseudomonas (limma),Interaction_pvalue_i5k_Pseudomonas (limma),Geneid_Melbourne (limma),Treatment_logFC_Melbourne_Pseudomonas (limma),Treatment_pvalue_Melbourne_Pseudomonas (limma),Interaction_logFC_Melbourne_Pseudomonas (limma),Interaction_pvalue_Melbourne_Pseudomonas (limma)
ref|XM_023435184.1|,0.042806486,0.938454798,-0.036708191,0.972958545,KNC20663,2.94E-02,0.937020782,8.94E-03,0.9913221
ref|XM_023435185.1|,0.85561824,0.835533183,0.442795317,0.920536216,KNC20664,1.15E-01,0.860668127,-1.40E-01,0.63143611
ref|XM_023435186.1|,-0.215843256,0.835533183,1.387554946,0.083407642,KNC20665,-3.97E-01,0.860668127,-3.02E-01,0.69291067
ref|XM_023435187.1|,0.209643272,0.835533183,-0.222125051,0.4598205,KNC20666,-1.01E-01,0.860668127,-8.76E-02,0.9064535
ref|XM_023435188.1|,0.057983991,0.871132596,0.24145074,0.626166807,KNC20667,1.66E-01,0.860668127,5.81E-01,0.60209213
ref|XM_023435189.1|,0.140961815,0.835533183,-0.197124918,0.619255047,KNC20668,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435190.1|,0.011109475,0.980826946,-0.344339892,0.480144579,KNC20669,-1.31E-01,0.860668127,3.39E-01,0.47995235
ref|XM_023435191.1|,0.150235814,0.835533183,0.23377708,0.697463,KNC20670,-4.92E-02,0.916278895,-2.62E-01,0.60306213
ref|XM_023435192.1|,0.671461973,0.835533183,1.325373583,0.366899639,KNC20671,-2.49E-01,0.860668127,-1.11E-01,0.92785325
ref|XM_023435193.1|,0.007414498,0.978609981,-0.071841725,0.868221046,KNC20672,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435194.1|,-0.06322755,0.835533183,-0.150114011,0.680265727,KNC20673,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435195.1|,-0.089969227,0.835533183,-0.105415197,0.796699609,KNC20674,-5.55E-02,0.860668127,-2.06E-02,0.97946466
ref|XM_023435196.1|,-0.079156401,0.835533183,-0.14915656,0.503028661,KNC20675,-2.11E-02,0.956003602,1.25E-01,0.78736806
ref|XM_023435197.1|,0.110651009,0.835533183,-0.047832325,0.929942926,KNC20676,1.13E-01,0.860668127,-4.05E-01,0.05507085
ref|XM_023435198.1|,0.192875879,0.835533183,-0.05779402,0.964094378,KNC20677,-1.47E-02,0.951494119,-1.59E-02,0.96963041
ref|XM_023435199.1|,-0.03057436,0.972786623,0.395341268,0.716970601,KNC20678,7.43E-03,0.982048517,6.96E-02,0.89752043
ref|XM_023435200.1|,0.066656181,0.961910378,-1.410942483,0.13259031,KNC20679,-1.15E-01,0.860668127,7.97E-01,0.05507085
ref|XM_023435201.1|,0.708562239,0.835533183,0.038820829,0.986277773,KNC20680,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435202.1|,0.625039756,0.835533183,0.119747386,0.957858115,KNC20681,1.53E-02,0.975673881,5.40E-01,0.05507085
ref|XM_023435203.1|,0.556499122,0.835533183,-0.844317373,0.407339718,KNC20682,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435204.1|,0.007574005,0.986524716,0.170818591,0.822828322,KNC20683,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435205.1|,0.478111313,0.835533183,-0.130951556,0.956365432,KNC20684,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435206.1|,-0.084935089,0.835533183,-0.236662121,0.650837369,KNC20685,1.18E-01,0.860668127,-9.65E-02,0.89327954
ref|XM_023435207.1|,-0.046889027,0.930655665,0.68880263,0.070763156,KNC20686,-1.24E-01,0.860668127,5.43E-01,0.30560082
ref|XM_023435208.1|,-0.251305774,0.835533183,0.303449268,0.58597529,KNC20687,-1.74E-02,0.97772247,4.40E-01,0.41841616
ref|XM_023435209.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC20688,1.50E-02,0.975673881,5.44E-02,0.94104688
ref|XM_023435210.1|,0.492181169,0.835533183,-0.808701086,0.221764625,KNC20689,1.54E-01,0.860668127,1.49E-01,0.73678138
ref|XM_023435211.1|,0.090333572,0.940368515,-0.978407463,0.39818259,KNC20690,8.57E-02,0.905008333,-3.74E-02,0.98229853
ref|XM_023435212.1|,0.003497325,0.993186841,-0.405502571,0.307156928,KNC20691,5.33E-02,0.975673881,2.97E-01,0.89948165
ref|XM_023435213.1|,0.065451233,0.972193766,0.744686191,0.721001277,KNC20692,4.59E-01,0.860668127,-6.55E-01,0.66531008
ref|XM_023435214.1|,0.097717342,0.835533183,-0.422979176,0.474758076,KNC20693,2.24E-02,0.975673881,8.08E-01,0.05507085
ref|XM_023435215.1|,0.046571896,0.956544252,-0.245399422,0.843828919,KNC20694,-8.06E-02,0.956160503,1.77E-01,0.9415028
ref|XM_023435216.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC20695,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435217.1|,0.08548042,0.835533183,-0.294567322,0.312815344,KNC20696,1.57E-01,0.860668127,-5.00E-02,0.95123199
ref|XM_023435218.1|,-0.695187276,0.835533183,1.019649609,0.479814502,KNC20697,1.75E-01,0.860668127,-1.52E-01,0.70283495
ref|XM_023435219.1|,0.196292962,0.835533183,0.468882232,0.497130754,KNC20698,-4.57E-01,0.860668127,-1.44E-01,0.94951547
ref|XM_023435220.1|,-0.083766934,0.903618853,-0.017695794,0.989527053,KNC20699,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435221.1|,-0.021122373,0.960710635,-0.051043415,0.946693858,KNC20700,2.71E-02,0.975673881,-6.56E-02,0.95376474
ref|XM_023435222.1|,0.091336406,0.943156364,0.95528484,0.452725604,KNC20701,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435223.1|,-0.043201682,0.949962722,0.398556274,0.614735879,KNC20702,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435224.1|,-0.185060459,0.835533183,0.437352685,0.41188804,KNC20703,1.14E-01,0.860668127,-1.85E-01,0.71115777
ref|XM_023435225.1|,-0.216614387,0.835533183,-0.745338434,0.460075635,KNC20704,-3.31E-02,0.950350804,-6.12E-02,0.94677828
ref|XM_023435226.1|,-0.256646295,0.835533183,0.233349792,0.688521321,KNC20705,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435227.1|,-0.024989705,0.97203216,-0.153650672,0.872378878,KNC20706,-3.36E-01,0.860668127,6.63E-01,0.74043483
ref|XM_023435228.1|,-0.282542145,0.835533183,0.283498339,0.492364531,KNC20707,-2.83E-01,0.860668127,-5.05E-01,0.77377861
ref|XM_023435229.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC20708,4.08E-01,0.860668127,-6.30E-01,0.7322103
ref|XM_023435230.1|,0.008574335,0.979725489,0.186749347,0.645291488,KNC20709,-9.06E-02,0.944801225,5.60E-01,0.71382193
ref|XM_023435231.1|,-0.592682023,0.835533183,2.11657274,0.029130571,KNC20710,1.44E-01,0.906403834,-8.02E-01,0.51753945
ref|XM_023435232.1|,0.124042305,0.835533183,-0.123172354,0.605859225,KNC20711,-4.42E-02,0.860668127,-1.17E-01,0.62581592
ref|XM_023435233.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC20712,2.74E-02,0.920446985,1.29E-02,0.98274298
ref|XM_023435234.1|,-0.327474363,0.835533183,0.721122524,0.43788829,KNC20713,8.88E-02,0.891369268,3.08E-01,0.72880867
ref|XM_023435235.1|,0.060911674,0.964358906,-0.267499536,0.903246545,KNC20714,-1.51E-01,0.860668127,-4.68E-01,0.44028199
ref|XM_023435236.1|,-0.423676326,0.835533183,-0.113150673,0.9531058,KNC20715,-1.44E-01,0.860668127,-4.30E-02,0.95208448
ref|XM_023435237.1|,-0.202689662,0.835533183,0.169967112,0.917423931,KNC20716,-1.81E-01,0.860668127,6.75E-01,0.17305549
ref|XM_023435238.1|,-0.025566362,0.986524716,-1.040213824,0.626040277,KNC20717,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435239.1|,-0.041128466,0.971459583,-0.024234012,0.989140905,KNC20718,1.65E-01,0.860668127,-4.83E-01,0.73152205
ref|XM_023435240.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC20719,3.09E-01,0.860668127,-4.56E-01,0.3954772
ref|XM_023435241.1|,-0.06685793,0.835533183,0.062315768,0.874208253,KNC20720,2.87E-01,0.860668127,-1.17E-01,0.92658655
ref|XM_023435242.1|,0.070618485,0.835533183,0.142667109,0.48511015,KNC20721,6.46E-02,0.860668127,-1.48E-01,0.72880867
ref|XM_023435243.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC20722,1.44E-01,0.868554148,9.20E-01,0.23168899
ref|XM_023435244.1|,-0.322305107,0.835533183,0.593809047,0.703952957,KNC20723,-2.12E-03,0.995337386,4.79E-02,0.95221768
ref|XM_023435245.1|,0.001579619,0.997585327,-0.255374588,0.73907541,KNC20724,4.86E-01,0.860668127,-4.64E-01,0.62463635
ref|XM_023435246.1|,0.149224101,0.835533183,-0.151569488,0.922305928,KNC20725,2.20E-01,0.860668127,-6.17E-01,0.58767348
ref|XM_023435247.1|,0.06563315,0.835533183,0.189287829,0.691275695,KNC20726,3.88E-02,0.948443308,-2.27E-01,0.75246358
ref|XM_023435248.1|,-0.428424278,0.835533183,0.360284172,0.797725676,KNC20727,-1.08E-01,0.860668127,-1.28E-01,0.84445496
ref|XM_023435249.1|,0.092701072,0.835533183,-0.163445073,0.72746253,KNC20728,-3.03E-02,0.976655984,-8.13E-01,0.34355146
ref|XM_023435250.1|,0.086056354,0.835533183,-0.187464081,0.508334405,KNC20729,-8.51E-02,0.899270937,4.70E-01,0.4895221
ref|XM_023435251.1|,0.09663943,0.835533183,-0.373872218,0.442405494,KNC20730,-1.52E-02,0.975673881,-8.07E-03,0.99347421
ref|XM_023435252.1|,0.073212295,0.969827742,-0.27100616,0.929171249,KNC20731,-5.90E-02,0.897792331,1.25E-01,0.87292695
ref|XM_023435253.1|,0.012691181,0.96225903,-0.111593049,0.73385618,KNC20732,7.60E-02,0.860668127,6.50E-02,0.89540451
ref|XM_023435254.1|,-0.02834449,0.972786623,0.49221473,0.557369392,KNC20733,1.41E-01,0.904570848,1.02E-01,0.96467259
ref|XM_023435255.1|,0.302470164,0.835533183,0.078848358,0.967876958,KNC20734,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435256.1|,-0.085558162,0.835533183,-0.180287824,0.794032266,KNC20735,-6.09E-02,0.860668127,1.31E-01,0.77805383
ref|XM_023435257.1|,0.117221261,0.88350371,-0.610386261,0.529923447,KNC20736,1.48E-01,0.860668127,-1.06E-02,0.99216918
ref|XM_023435258.1|,0.143092947,0.835533183,-0.448576171,0.481586788,KNC20737,1.48E-01,0.860668127,-1.92E-02,0.98629546
ref|XM_023435259.1|,-0.043971499,0.974325644,0.56231678,0.747653631,KNC20738,-1.13E-01,0.929516553,-2.04E-01,0.92548132
ref|XM_023435260.1|,-0.065787312,0.933657474,0.283750639,0.816858238,KNC20739,1.67E-02,0.975673881,5.46E-01,0.06462889
ref|XM_023435261.1|,0.057447326,0.979791458,-1.565261824,0.506432383,KNC20740,1.17E-01,0.860668127,-3.16E-01,0.17296243
ref|XM_023435262.1|,-0.165353193,0.835533183,-0.404349154,0.721023445,KNC20741,-1.09E-01,0.939345299,-4.60E-01,0.80939444
ref|XM_023435263.1|,0.009014292,0.985497244,-0.405218547,0.483269722,KNC20742,8.24E-02,0.860668127,1.23E-01,0.84572348
ref|XM_023435264.1|,0.0179724,0.96225903,0.164098017,0.720910591,KNC20743,-4.61E-02,0.935564146,1.11E-01,0.90277102
ref|XM_023435265.1|,0.060485105,0.884319996,0.467722141,0.225236683,KNC20744,3.18E-02,0.965756579,2.25E-01,0.77640456
ref|XM_023435266.1|,-0.118631002,0.835533183,0.298626825,0.4167494,KNC20745,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435267.1|,0.256844398,0.835533183,-0.136081986,0.895686875,KNC20746,-5.52E-02,0.860668127,1.12E-01,0.79482827
ref|XM_023435268.1|,0.189971856,0.835533183,-0.046679931,0.955429757,KNC20747,-1.75E-03,0.994886875,-2.63E-01,0.27260794
