Geneid_i5k (limma),Treatment_logFC_i5k_Pseudomonas (limma),Treatment_pvalue_i5k_Pseudomonas (limma),Interaction_logFC_i5k_Pseudomonas (limma),Interaction_pvalue_i5k_Pseudomonas (limma),Geneid_Melbourne (limma),Treatment_logFC_Melbourne_Pseudomonas (limma),Treatment_pvalue_Melbourne_Pseudomonas (limma),Interaction_logFC_Melbourne_Pseudomonas (limma),Interaction_pvalue_Melbourne_Pseudomonas (limma)
ref|XM_023435838.1|,0.046382625,0.934576266,0.239182359,0.768326935,KNC21317,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435839.1|,0.076098599,0.838463594,-0.502069253,0.172232399,KNC21318,5.30E-02,0.860668127,-1.81E-01,0.3426194
ref|XM_023435840.1|,0.01575834,0.955840528,0.075567413,0.859356484,KNC21319,-1.58E-01,0.900661915,-2.68E-01,0.90319297
ref|XM_023435841.1|,0.039656675,0.966581158,-0.357021639,0.754635932,KNC21320,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435842.1|,0.062092248,0.835533183,0.007347673,0.988436872,KNC21321,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435843.1|,-0.231526037,0.835533183,0.448602067,0.598007786,KNC21322,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435844.1|,0.053784416,0.863157976,0.005948743,0.992253428,KNC21323,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435845.1|,0.077810769,0.835533183,0.160673663,0.466048187,KNC21324,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435846.1|,0.082011696,0.835533183,-0.318840481,0.425491605,KNC21325,-1.19E-01,0.860668127,2.20E-02,0.98747165
ref|XM_023435847.1|,0.239804698,0.835533183,-0.076377343,0.912048936,KNC21326,-1.33E-01,0.860668127,4.57E-02,0.96463447
ref|XM_023435848.1|,0.148766999,0.835533183,-0.127828471,0.737572532,KNC21327,-7.59E-02,0.931450311,-2.24E-02,0.99058193
ref|XM_023435849.1|,0.066112462,0.835533183,-0.123141458,0.837841925,KNC21328,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435850.1|,-0.019820187,0.907906567,-0.122052545,0.548323364,KNC21329,-3.07E-02,0.959816511,5.40E-01,0.13009693
ref|XM_023435851.1|,0.156075509,0.843161092,0.81459891,0.376478474,KNC21330,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435852.1|,-0.132902046,0.886507557,-0.555026475,0.674899174,KNC21331,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435853.1|,-0.129333822,0.835533183,-0.028831556,0.978838869,KNC21332,-1.56E-01,0.860668127,3.06E-01,0.82132293
ref|XM_023435854.1|,0.112075706,0.835533183,-0.079013195,0.745648715,KNC21333,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435855.1|,-0.018867062,0.961288699,0.212713929,0.598352726,KNC21334,-1.35E-01,0.860668127,-2.35E-01,0.80211377
ref|XM_023435856.1|,0.098323961,0.835533183,0.092025346,0.913208,KNC21335,-3.23E-02,0.975673881,-1.67E-01,0.91265631
ref|XM_023435857.1|,-0.031587961,0.835533183,-0.013901698,0.958503726,KNC21336,-7.43E-02,0.895677436,4.58E-01,0.39571933
ref|XM_023435858.1|,0.017847247,0.972786623,0.028897212,0.975395848,KNC21337,1.05E-01,0.860668127,-1.80E-01,0.87055894
ref|XM_023435859.1|,-0.44794465,0.835533183,-0.581137083,0.84770437,KNC21338,2.16E-01,0.860668127,-3.35E-01,0.67992751
ref|XM_023435860.1|,0.023675864,0.972354598,0.179255303,0.859356484,KNC21339,1.10E-01,0.936506839,-1.20E+00,0.24387312
ref|XM_023435861.1|,0.097766639,0.887259438,0.090166131,0.95258486,KNC21340,-4.01E-02,0.944966325,1.30E-01,0.88280628
ref|XM_023435862.1|,0.225676904,0.835533183,0.155174595,0.835210548,KNC21341,-2.95E-01,0.860668127,-5.41E-01,0.73347252
ref|XM_023435863.1|,-0.093479013,0.835533183,-0.214635993,0.575029518,KNC21342,-9.71E-02,0.860668127,-9.29E-03,0.99497288
ref|XM_023435864.1|,-0.060454562,0.962737159,-0.107977583,0.964362221,KNC21343,2.47E-01,0.860668127,6.16E-01,0.78286748
ref|XM_023435865.1|,0.105103923,0.835533183,0.089388167,0.925471056,KNC21344,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435866.1|,0.029709207,0.894560837,-0.31232077,0.066349628,KNC21345,1.16E-01,0.860668127,-1.83E-01,0.82667878
ref|XM_023435867.1|,-0.282322402,0.835533183,-0.028058774,0.98635742,KNC21346,-1.59E-01,0.860668127,-2.14E-01,0.78286748
ref|XM_023435868.1|,-0.421765904,0.835533183,-0.149469885,0.945362165,KNC21347,-1.17E-01,0.860668127,5.41E-01,0.05507085
ref|XM_023435869.1|,0.055558691,0.835533183,0.150581281,0.605880748,KNC21348,3.62E-03,0.995747395,2.67E-01,0.83214191
ref|XM_023435870.1|,-0.116067053,0.835533183,-0.112708537,0.792798032,KNC21349,8.61E-02,0.878945677,-2.09E-01,0.82215621
ref|XM_023435871.1|,0.146975091,0.835533183,-0.088813783,0.880003984,KNC21350,8.05E-02,0.877519608,6.67E-01,0.08154024
ref|XM_023435872.1|,-0.10203717,0.835533183,0.493734428,0.244529269,KNC21351,3.95E-01,0.860668127,-3.69E-01,0.84104177
ref|XM_023435873.1|,-1.043465269,0.835533183,-1.486204194,0.737725862,KNC21352,-2.33E-01,0.860668127,-6.29E-02,0.96609729
ref|XM_023435874.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21353,-2.06E-01,0.860668127,3.06E-01,0.73953071
ref|XM_023435875.1|,0.834932523,0.835533183,-1.204491502,0.861574376,KNC21354,-1.12E-02,0.980662363,-4.24E-01,0.19327184
ref|XM_023435876.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21355,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435877.1|,-0.106147735,0.835533183,0.17721572,0.696762149,KNC21356,-2.31E-01,0.860668127,2.03E-02,0.99412423
ref|XM_023435878.1|,-0.106147735,0.835533183,0.17721572,0.696762149,KNC21357,1.04E-01,0.860668127,-1.91E-01,0.7958907
ref|XM_023435879.1|,-0.058172291,0.877938979,0.124259623,0.858177405,KNC21358,4.76E-02,0.860668127,-2.58E-01,0.34081124
ref|XM_023435880.1|,-1.381616771,0.835533183,0.741445165,0.861310123,KNC21359,-3.27E-03,0.990340033,-3.53E-02,0.9458862
ref|XM_023435881.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21360,-2.68E-01,0.860668127,-3.61E-01,0.82736611
ref|XM_023435882.1|,-0.442227389,0.835533183,0.558957111,0.727604661,KNC21361,1.47E-02,0.956848967,-2.40E-01,0.14922915
ref|XM_023435883.1|,0.100134912,0.835533183,0.055001744,0.945357706,KNC21362,-2.22E-02,0.896688397,1.29E-01,0.44571148
ref|XM_023435884.1|,0.228129894,0.835533183,-0.076351911,0.926421202,KNC21363,1.86E-02,0.941654058,-1.75E-01,0.41191446
ref|XM_023435885.1|,0.038625127,0.835533183,-0.075547376,0.764437866,KNC21364,-3.19E-01,0.860668127,-4.77E-01,0.68391321
ref|XM_023435886.1|,-0.352684931,0.835533183,0.568769431,0.244529269,KNC21365,1.53E-01,0.860668127,-4.08E-01,0.69608466
ref|XM_023435887.1|,-0.079394854,0.899278086,0.156811825,0.898075141,KNC21366,1.87E-01,0.860668127,-1.30E-01,0.80487075
ref|XM_023435888.1|,0.459786681,0.835533183,1.312288244,0.468094328,KNC21367,2.40E-03,0.993493778,1.23E-01,0.74295844
ref|XM_023435889.1|,0.024201878,0.975313546,-0.73141631,0.202293542,KNC21368,-1.22E-01,0.860668127,-5.84E-02,0.89690973
ref|XM_023435890.1|,0.105973778,0.835533183,-0.047753919,0.917837463,KNC21369,-3.54E-01,0.860668127,8.40E-02,0.9458862
ref|XM_023435891.1|,0.055407857,0.89178037,0.11980201,0.873803528,KNC21370,-2.55E-01,0.860668127,5.41E-01,0.73043061
ref|XM_023435892.1|,-0.030261635,0.889529974,0.100337535,0.773838571,KNC21371,1.45E-01,0.860668127,5.58E-01,0.45734253
ref|XM_023435893.1|,0.13243619,0.835533183,-0.090804521,0.902793792,KNC21372,2.54E-01,0.860668127,-2.13E-02,0.98229853
ref|XM_023435894.1|,0.04686836,0.895474831,-0.069152258,0.925516839,KNC21373,3.55E-02,0.893945126,-1.05E-01,0.79162939
ref|XM_023435895.1|,0.244836523,0.835533183,-0.112620866,0.85087643,KNC21374,-1.18E-01,0.860668127,-4.34E-01,0.37486382
ref|XM_023435896.1|,-0.131753226,0.835533183,-0.304481753,0.547933543,KNC21375,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435897.1|,-0.038759374,0.944136933,-0.206648357,0.801209001,KNC21376,-1.91E-01,0.860668127,6.77E-01,0.11916988
ref|XM_023435898.1|,-0.144924349,0.891844598,-0.014302978,0.994114992,KNC21377,-2.23E-01,0.867113739,-2.86E-01,0.9141205
ref|XM_023435899.1|,-0.052309743,0.89827351,0.430665828,0.255418766,KNC21378,2.83E-01,0.860668127,-5.73E-01,0.67661285
ref|XM_023435900.1|,-0.599999587,0.835533183,0.8624397,0.420442146,KNC21379,1.32E-01,0.931544061,-1.04E+00,0.45544274
ref|XM_023435901.1|,-0.01679499,0.978123468,0.1331769,0.892225532,KNC21380,-6.24E-02,0.977422555,7.74E-01,0.79162939
ref|XM_023435902.1|,0.109004329,0.835533183,0.618939224,0.211397813,KNC21381,1.67E-02,0.975673881,5.47E-01,0.05507085
ref|XM_023435903.1|,0.022637892,0.958140656,0.020159454,0.979592313,KNC21382,-5.43E-01,0.860668127,-4.34E-01,0.76842728
ref|XM_023435904.1|,-0.204932142,0.835533183,0.137152681,0.908753163,KNC21383,-2.33E-02,0.982048517,9.52E-02,0.96215782
ref|XM_023435905.1|,-0.309212088,0.835533183,0.311245627,0.859356484,KNC21384,-1.60E-01,0.860668127,-6.51E-01,0.21077276
ref|XM_023435906.1|,0.037913257,0.918341242,0.179379797,0.737076066,KNC21385,2.17E-03,0.997086767,-4.19E-01,0.69600725
ref|XM_023435907.1|,0.018251156,0.956544252,0.027324843,0.965002659,KNC21386,-1.87E-01,0.860668127,6.90E-01,0.05507085
ref|XM_023435908.1|,-0.033855756,0.901677574,-0.048382366,0.930944557,KNC21387,2.98E-01,0.860668127,3.41E-02,0.97012688
ref|XM_023435909.1|,0.00762642,0.981764579,0.181859531,0.693333957,KNC21388,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435910.1|,0.001125128,0.997722978,0.02869651,0.970218413,KNC21389,2.81E-01,0.860668127,-1.16E+00,0.05507085
ref|XM_023435911.1|,0.014542699,0.976715346,0.100317689,0.904967229,KNC21390,3.69E-02,0.911487259,-1.55E-01,0.70562725
ref|XM_023435912.1|,-0.151055397,0.835533183,-0.052525477,0.960712414,KNC21391,1.73E-01,0.860668127,-1.20E-01,0.85640953
ref|XM_023435913.1|,-0.498958132,0.835533183,0.446105453,0.923053361,KNC21392,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435914.1|,0.011182985,0.981764579,0.20665559,0.784818597,KNC21393,3.93E-02,0.934965252,-9.16E-03,0.9938543
ref|XM_023435915.1|,0.02249974,0.948178314,0.203194569,0.609903383,KNC21394,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435916.1|,0.139712014,0.835533183,-0.071692168,0.92576428,KNC21395,-5.52E-02,0.975673881,-9.34E-01,0.59549751
ref|XM_023435917.1|,0.127336605,0.835533183,0.200501608,0.790944288,KNC21396,6.15E-02,0.860668127,-1.59E-01,0.38198863
ref|XM_023435918.1|,0.0419027,0.922507328,-0.136913706,0.84770437,KNC21397,-4.56E-02,0.936693136,1.07E-01,0.90741756
ref|XM_023435919.1|,0.077118626,0.973710136,1.426482198,0.547933543,KNC21398,1.33E-01,0.860668127,-7.11E-02,0.93784938
ref|XM_023435920.1|,-0.306575929,0.835533183,0.724279271,0.453713056,KNC21399,5.59E-02,0.895677436,-1.28E-01,0.85640953
ref|XM_023435921.1|,-0.008164564,0.979626446,0.183207112,0.619782081,KNC21400,5.70E-02,0.924626742,1.66E-02,0.98960246
ref|XM_023435922.1|,0.226390999,0.835533183,-0.574063355,0.045013079,KNC21401,-2.52E-02,0.975673881,-2.20E-01,0.82737753
ref|XM_023435923.1|,0.137314236,0.835533183,-0.700567375,0.223134434,KNC21402,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435924.1|,-0.133072755,0.835533183,0.282246215,0.42278533,KNC21403,3.40E-01,0.860668127,3.77E-01,0.71419932
ref|XM_023435925.1|,0.026579588,0.962909239,-0.550111798,0.166094938,KNC21404,5.04E-02,0.860668127,-3.20E-01,0.19999555
ref|XM_023435926.1|,-0.233275928,0.835533183,0.393359171,0.33483337,KNC21405,-7.42E-02,0.860668127,2.84E-01,0.47144204
ref|XM_023435927.1|,-0.287303175,0.835533183,-0.940486291,0.316569203,KNC21406,1.90E-03,0.993893647,-1.42E-02,0.98036391
ref|XM_023435928.1|,-0.391452681,0.835533183,0.357458581,0.819910856,KNC21407,-9.88E-03,0.989133221,-4.81E-01,0.51611484
ref|XM_023435929.1|,0.433472263,0.835533183,0.025349973,0.992230046,KNC21408,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435930.1|,0.70353959,0.835533183,-0.68643435,0.708212249,KNC21409,-1.03E-01,0.860668127,-4.93E-01,0.21570306
ref|XM_023435931.1|,0.308949744,0.835533183,-0.195493982,0.794461529,KNC21410,-1.64E-01,0.860668127,2.77E-01,0.74199454
ref|XM_023435932.1|,-0.058508515,0.952967371,-0.775605142,0.386490361,KNC21411,-1.18E-01,0.860668127,2.77E-01,0.49942651
ref|XM_023435933.1|,-0.082561853,0.87539076,0.305856978,0.693333957,KNC21412,-6.27E-02,0.902107979,1.63E-01,0.83632925
ref|XM_023435934.1|,-0.288633888,0.835533183,0.396640427,0.641364455,KNC21413,-2.24E-01,0.860668127,-6.16E-01,0.22238077
ref|XM_023435935.1|,-0.634867972,0.835533183,1.051118434,0.449158538,KNC21414,-8.01E-02,0.860668127,9.86E-02,0.67649822
ref|XM_023435936.1|,-0.16964697,0.835533183,-0.220574625,0.766270067,KNC21415,3.78E-02,0.912932422,-4.28E-02,0.94677828
ref|XM_023435937.1|,-0.114748367,0.922712881,1.169964039,0.27214247,KNC21416,2.18E-01,0.860668127,-7.70E-01,0.16510581
ref|XM_023435938.1|,-0.374840989,0.835533183,0.248267361,0.727328791,KNC21417,-1.45E-01,0.860668127,-7.21E-02,0.91926983
ref|XM_023435939.1|,-0.054886847,0.944718712,-0.313179297,0.786707504,KNC21418,-9.76E-02,0.934398797,3.98E-01,0.80504893
ref|XM_023435940.1|,-0.141980238,0.835533183,0.156150309,0.69257572,KNC21419,-6.19E-01,0.860668127,-1.04E-01,0.95041868
ref|XM_023435941.1|,-0.128675518,0.835533183,-0.323604486,0.249560186,KNC21420,-8.01E-03,0.994011236,8.23E-01,0.47070484
ref|XM_023435942.1|,0.168769342,0.835533183,-0.387683899,0.483344752,KNC21421,-1.80E-01,0.860668127,-2.20E-01,0.78286748
ref|XM_023435943.1|,0.038255444,0.837211325,-0.1025317,0.75174134,KNC21422,1.67E-02,0.975673881,5.44E-01,0.05571861
ref|XM_023435944.1|,-0.238617112,0.835533183,-0.022699346,0.981082332,KNC21423,-7.24E-02,0.860668127,5.44E-02,0.92089321
ref|XM_023435945.1|,0.021366684,0.938527617,-0.100065206,0.81349434,KNC21424,-6.70E-03,0.9832852,-1.81E-01,0.59163547
ref|XM_023435946.1|,-0.019740372,0.940368515,0.062541183,0.892508692,KNC21425,-8.15E-02,0.91726066,4.76E-01,0.54410245
ref|XM_023435947.1|,0.103740877,0.835533183,-0.010458961,0.98368987,KNC21426,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435948.1|,0.157542022,0.835533183,-0.086562955,0.786864453,KNC21427,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435949.1|,0.05812449,0.835533183,-0.292420034,0.209498653,KNC21428,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435950.1|,-0.010682987,0.978609981,0.125396714,0.833943704,KNC21429,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435951.1|,-0.142010202,0.835533183,0.139546204,0.837579853,KNC21430,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435952.1|,0.01704143,0.972193766,0.297254547,0.482497886,KNC21431,1.11E-03,0.998205522,-2.40E-01,0.90658402
ref|XM_023435953.1|,-0.377808371,0.835533183,-0.369364925,0.848234399,KNC21432,-1.46E-01,0.860668127,-3.98E-01,0.66913989
ref|XM_023435954.1|,-0.18912821,0.835533183,0.374548087,0.25879815,KNC21433,-2.77E-01,0.860668127,1.01E+00,0.1000718
ref|XM_023435955.1|,-0.078567666,0.924898134,0.863051986,0.229792299,KNC21434,1.19E-01,0.860668127,-1.58E-01,0.65009025
ref|XM_023435956.1|,0.045287646,0.957350117,-0.024919347,0.98635742,KNC21435,-3.33E-02,0.967660595,-2.72E-02,0.9847614
ref|XM_023435957.1|,0.07194212,0.950294729,-0.860791103,0.44410425,KNC21436,4.58E-02,0.90912011,8.14E-02,0.90495386
ref|XM_023435958.1|,-0.051148521,0.907567904,0.432820869,0.300108362,KNC21437,7.40E-02,0.860668127,-5.23E-02,0.88219314
ref|XM_023435959.1|,0.147975389,0.835533183,-0.511480021,0.279362987,KNC21438,-5.12E-02,0.919239687,-6.23E-01,0.05507085
ref|XM_023435960.1|,-0.060229398,0.835533183,0.030148062,0.948787334,KNC21439,-2.91E-01,0.860668127,1.35E-01,0.86804502
ref|XM_023435961.1|,-0.177475486,0.835533183,0.09231453,0.880148609,KNC21440,-1.18E-01,0.860668127,2.76E-01,0.51266378
ref|XM_023435962.1|,0.074113257,0.835533183,-0.19426866,0.558222915,KNC21441,1.79E-01,0.860668127,-3.66E-01,0.57976402
ref|XM_023435963.1|,-0.120379166,0.835533183,0.295949408,0.616762704,KNC21442,-5.29E-02,0.860668127,1.62E-02,0.97607195
ref|XM_023435964.1|,-0.03899664,0.96343911,0.157963111,0.909644372,KNC21443,7.91E-02,0.924977769,-1.02E-01,0.94677828
ref|XM_023435965.1|,0.09614408,0.835533183,-0.245949434,0.676016611,KNC21444,-5.97E-03,0.988608984,-1.40E-01,0.83015417
ref|XM_023435966.1|,0.333248684,0.866846505,-1.03588808,0.74862686,KNC21445,-3.87E-01,0.860668127,-1.88E-01,0.94539307
ref|XM_023435967.1|,-0.151023146,0.835533183,-0.019471159,0.978547412,KNC21446,7.90E-02,0.860668127,-2.06E-01,0.45099344
ref|XM_023435968.1|,-0.033112613,0.836272048,-0.004088728,0.991511174,KNC21447,2.64E-01,0.860668127,5.70E-02,0.96571549
ref|XM_023435969.1|,-0.212383506,0.835533183,0.753962755,0.045039513,KNC21448,1.11E-01,0.860668127,-1.49E-01,0.88219314
ref|XM_023435970.1|,0.052402321,0.972193766,0.230998178,0.926421202,KNC21449,-2.75E-01,0.860668127,-1.65E-01,0.94055923
ref|XM_023435971.1|,0.068254802,0.963973369,-0.893871404,0.548120267,KNC21450,-4.93E-02,0.870914471,1.92E-01,0.62070439
ref|XM_023435972.1|,-0.004035161,0.993735634,-0.223139534,0.804683297,KNC21451,1.16E-01,0.860668127,1.14E-01,0.84998178
ref|XM_023435973.1|,-0.591395767,0.835533183,1.004019699,0.701917162,KNC21452,-1.05E-01,0.860668127,-3.96E-02,0.96233171
ref|XM_023435974.1|,-0.153497973,0.835533183,-0.409708381,0.651191426,KNC21453,-4.64E-03,0.983405632,2.19E-02,0.96195641
ref|XM_023435975.1|,-0.033800292,0.957646575,-0.204061406,0.823887408,KNC21454,1.01E-01,0.860668127,-4.94E-02,0.93292637
ref|XM_023435976.1|,-0.176993782,0.835533183,-0.094437361,0.914877318,KNC21455,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435977.1|,0.025310046,0.935661346,-0.190638939,0.611376924,KNC21456,-2.76E-02,0.975703691,-6.19E-01,0.44604489
ref|XM_023435978.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21457,-1.10E-02,0.978478765,-7.29E-02,0.91335523
ref|XM_023435979.1|,-0.641265727,0.835533183,-0.856598862,0.744204556,KNC21458,7.72E-02,0.860668127,2.96E-02,0.96577588
ref|XM_023435980.1|,0.137666437,0.835533183,-0.054871508,0.948787334,KNC21459,1.57E-02,0.98135632,2.69E-01,0.7441567
ref|XM_023435981.1|,-0.024355625,0.980468182,-0.296986946,0.847390732,KNC21460,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435982.1|,0.127225487,0.85004163,0.08988576,0.956772773,KNC21461,2.23E-01,0.860668127,8.54E-01,0.30607379
ref|XM_023435983.1|,-0.101193295,0.835533183,-0.18291931,0.833943704,KNC21462,1.60E-01,0.860668127,-3.82E-01,0.32051217
ref|XM_023435984.1|,0.026658232,0.981870156,0.833876592,0.54655048,KNC21463,-2.16E-01,0.860668127,-4.75E-02,0.96171706
ref|XM_023435985.1|,0.476208775,0.835533183,-1.293965629,0.683622157,KNC21464,8.05E-02,0.911487259,2.57E-01,0.80309919
ref|XM_023435986.1|,-0.169527525,0.835533183,-0.041513544,0.961915156,KNC21465,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435987.1|,-0.058993857,0.916196608,-0.2919635,0.709995412,KNC21466,1.98E-04,0.999355999,3.26E-01,0.76538863
ref|XM_023435988.1|,-0.212803391,0.835533183,0.134738499,0.859987105,KNC21467,-1.68E-01,0.860668127,1.65E-01,0.6766444
ref|XM_023435989.1|,0.095993045,0.866253925,0.395838546,0.617786712,KNC21468,-1.30E-01,0.860668127,-1.15E-01,0.7251387
ref|XM_023435990.1|,-0.662144224,0.835533183,1.409703992,0.031229091,KNC21469,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435991.1|,-0.201774472,0.835533183,0.859695292,0.087089764,KNC21470,2.16E-01,0.860668127,-5.60E-01,0.23880134
ref|XM_023435992.1|,0.587972324,0.835533183,-0.600350854,0.712170579,KNC21471,2.41E-01,0.860668127,-3.84E-01,0.41570939
ref|XM_023435993.1|,0.16778515,0.835533183,0.104168076,0.860021573,KNC21472,-5.05E-02,0.91567268,4.11E-01,0.27033471
ref|XM_023435994.1|,-0.182018068,0.835533183,0.08413944,0.952644113,KNC21473,1.72E-01,0.860668127,6.30E-02,0.96097727
ref|XM_023435995.1|,0.105971007,0.835533183,0.117717252,0.920434602,KNC21474,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435996.1|,0.245121571,0.877938979,1.125132385,0.585576343,KNC21475,2.91E-01,0.860668127,-2.34E-01,0.77377861
ref|XM_023435997.1|,0.067782888,0.952457137,-0.174219669,0.933425885,KNC21476,5.55E-02,0.860668127,2.32E-02,0.95762145
ref|XM_023435998.1|,0.177163279,0.835533183,0.222514267,0.90919525,KNC21477,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023435999.1|,-0.045344936,0.925065076,0.014313918,0.987671521,KNC21478,-4.89E-02,0.860668127,7.65E-03,0.98444241
ref|XM_023436000.1|,-0.444835043,0.835533183,0.053728637,0.975857703,KNC21479,-5.39E-03,0.981501085,-4.09E-02,0.91666465
ref|XM_023436001.1|,-0.114222802,0.835533183,0.280266896,0.775814655,KNC21480,-4.79E-02,0.860668127,1.39E-02,0.97598087
ref|XM_023436002.1|,-0.095941325,0.914465539,-0.036525986,0.98421531,KNC21481,-8.70E-02,0.860668127,1.06E-01,0.79952643
ref|XM_023436003.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21482,5.26E-03,0.989133221,3.04E-01,0.42483073
ref|XM_023436004.1|,-0.039911561,0.835533183,-0.177228123,0.339137818,KNC21483,1.19E-01,0.860668127,-6.42E-01,0.25737472
ref|XM_023436005.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21484,1.34E-02,0.979253272,1.39E-01,0.86155133
ref|XM_023436006.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21485,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436007.1|,0.044309303,0.843569623,-0.018741099,0.972109606,KNC21486,2.50E-02,0.925228158,-9.40E-02,0.79233623
ref|XM_023436008.1|,0.13830977,0.835533183,0.810380105,0.191990738,KNC21487,-4.36E-01,0.860668127,1.19E+00,0.17628296
ref|XM_023436009.1|,0.051386094,0.835533183,0.014476553,0.977823572,KNC21488,-3.64E-01,0.860668127,4.81E-01,0.61293015
ref|XM_023436010.1|,-0.006380216,0.976224608,-0.019021752,0.96222954,KNC21489,2.13E-01,0.860668127,1.48E-02,0.99497288
ref|XM_023436011.1|,0.052770293,0.9486675,0.216588911,0.873135984,KNC21490,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436012.1|,0.001178866,0.99734701,-0.376399428,0.242121726,KNC21491,-3.17E-01,0.860668127,-2.51E-01,0.91666465
ref|XM_023436013.1|,0.388258494,0.835533183,1.324354595,0.459821736,KNC21492,9.19E-02,0.94155766,1.03E+00,0.26897464
ref|XM_023436014.1|,-0.05094834,0.835533183,0.432772709,0.028962024,KNC21493,9.44E-02,0.860668127,1.45E-01,0.8819736
ref|XM_023436015.1|,-0.013275505,0.984081845,0.534567287,0.501490701,KNC21494,4.16E-02,0.967664802,4.69E-01,0.56531422
ref|XM_023436016.1|,0.177640808,0.835533183,-0.550488364,0.12779443,KNC21495,4.38E-02,0.945567702,6.01E-01,0.15472129
ref|XM_023436017.1|,-0.102194441,0.835533183,0.037547482,0.971689307,KNC21496,-6.42E-02,0.860668127,1.25E-01,0.58767348
ref|XM_023436018.1|,-0.033620633,0.905927112,-0.138560164,0.744204556,KNC21497,-3.69E-02,0.860668127,-1.29E-02,0.97798038
ref|XM_023436019.1|,0.028120373,0.900675483,-0.075061194,0.846453822,KNC21498,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436020.1|,-0.118072339,0.835533183,0.567964769,0.032750392,KNC21499,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436021.1|,-0.13767012,0.835533183,0.152174619,0.785573875,KNC21500,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436022.1|,-0.098861375,0.924887571,-0.81153925,0.451043023,KNC21501,-4.15E-02,0.974739244,9.14E-01,0.15318743
ref|XM_023436023.1|,0.113417205,0.835533183,0.370609312,0.376893091,KNC21502,-1.53E-03,0.997886903,5.07E-01,0.55063431
ref|XM_023436024.1|,0.145763419,0.835533183,0.051195001,0.928568034,KNC21503,4.95E-01,0.860668127,-1.10E+00,0.43563104
ref|XM_023436025.1|,-0.184987793,0.835533183,0.196662292,0.745686748,KNC21504,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436026.1|,0.006051614,0.995512927,0.849891166,0.501403575,KNC21505,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436027.1|,-0.173671082,0.835533183,0.241131797,0.75923476,KNC21506,2.31E-01,0.860668127,-5.61E-02,0.93891271
ref|XM_023436028.1|,-0.044739968,0.949512573,0.818118915,0.102210916,KNC21507,-6.87E-02,0.922707677,8.83E-01,0.05507085
ref|XM_023436029.1|,-0.117950609,0.835533183,0.159440893,0.867212921,KNC21508,-5.11E-02,0.860668127,4.09E-01,0.05507085
ref|XM_023436030.1|,0.131375241,0.865589376,-0.065339759,0.96949533,KNC21509,-4.82E-02,0.860668127,9.44E-02,0.83116805
