Geneid_Ls,Transcript_ID,Treatment_logFC,Treatment_pvalue,Interaction_logFC,Interaction_pvalue,A_4_logFC,A_4_pvalue,A_1_logFC,A_1_pvalue
21329,XM_037970624.1,-0.148226286,0.926719097,-0.166807099,0.894372915,-0.227353365,0.705704219,-0.0447714,0.961526546
21330,XM_037970625.1,-0.024330689,0.998595756,-0.0464694,0.956683217,-0.047641158,0.884303105,0.002181823,0.996197253
21331,XM_037970626.1,-0.156937421,0.97884941,0.45857192,0.762141221,0.037992557,0.966081197,-0.410916559,0.798926068
21332,XM_037970627.1,0.098801452,0.998595756,-1.549531157,0.705726368,-0.61602326,0.705704219,0.933131086,0.798926068
21333,XM_037970628.1,0.37168338,0.98371405,1.541320138,0.709493536,1.013763069,0.705704219,-0.528624764,0.87248037
21334,XM_037970629.1,0.057234381,0.998595756,-0.399418792,0.957453081,-0.149375374,0.958251696,0.308247566,0.937251321
21335,XM_037970630.1,-0.259414701,0.934037322,0.145625062,0.957453081,-0.189851428,0.865134796,-0.333280652,0.798926068
21336,XM_037970631.1,0.476657842,0.981434437,2.55998244,0.705726368,1.534345431,0.705704219,-1.022367993,0.798926068
21337,XM_037970632.1,0.064737364,0.998595756,0.550900965,0.921907409,0.339591191,0.877328789,-0.218336301,0.949245193
21338,XM_037970633.1,0.237415501,0.992947586,-0.448277234,0.929519428,-0.045201686,0.983674445,0.428433648,0.82907713
21339,XM_037970634.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21340,XM_037970635.1,-0.035490157,0.998595756,0.669032734,0.705726368,0.300603948,0.705704219,-0.37880112,0.798926068
21341,XM_037970636.1,-0.091414668,0.914050652,-0.104946355,0.877496109,-0.14408393,0.512379472,-0.037757851,0.944652097
21342,XM_037970637.1,-0.129055757,0.998595756,-1.175089644,0.705726368,-0.717766889,0.670932617,0.453165622,0.798926068
21343,XM_037970638.1,-0.325745523,0.917208154,-0.012911212,0.99671587,-0.323722633,0.812811339,-0.305079048,0.798926068
21344,XM_037970639.1,-0.044948747,0.998595756,0.131333608,0.936214001,0.019268419,0.970141682,-0.12411987,0.871221283
21345,XM_037970640.1,0.105226794,0.91177687,0.13662187,0.85139148,0.168172298,0.634186541,0.037350671,0.9561292
21346,XM_037970641.1,-0.017506511,0.998595756,-0.039650217,0.964755642,-0.035277408,0.888988061,0.007298098,0.990806209
21347,XM_037970642.1,-0.035900459,0.998595756,-0.009554661,0.993596796,-0.038383355,0.936652742,-0.032627891,0.956230717
21348,XM_037970643.1,-0.009444049,0.998595756,-0.030587868,0.980393536,-0.020378082,0.961439106,0.004190845,0.995513267
21349,XM_037970644.1,-0.20357185,0.97884941,0.867185325,0.705726368,0.066336979,0.9359021,-0.773012461,0.798926068
21350,XM_037970645.1,0.072653965,0.979076557,-0.3475176,0.705726368,-0.092763199,0.705704219,0.257609323,0.798926068
21351,XM_037970646.1,-0.018729789,0.998595756,0.556189224,0.705726368,0.236996911,0.705704219,-0.303098823,0.801443577
21352,XM_037970647.1,0.346425399,0.763392162,-0.792643663,0.694420588,-0.044834927,0.936652742,0.752259044,0.727500137
21353,XM_037970648.1,-0.067193409,0.998595756,-0.049103433,0.993058921,-0.085970882,0.972782573,-0.042621178,0.987101366
21354,XM_037970649.1,-0.148768814,0.998595756,-0.398577829,0.926911184,-0.394343264,0.838927232,0.020742782,0.993778839
21355,XM_037970650.1,-0.501087423,0.816948613,-0.167146166,0.957334226,-0.589616409,0.705704219,-0.427553657,0.798926068
21356,XM_037970651.1,0.094205257,0.998595756,0.459995565,0.733487055,0.34993494,0.705704219,-0.102739597,0.90633126
21357,XM_037970652.1,-0.406296388,0.927110093,0.125854061,0.97533801,-0.356640785,0.816764904,-0.456140007,0.798926068
21358,XM_037970653.1,0.057082095,0.998595756,-0.620258945,0.710923953,-0.237885825,0.840278565,0.363691563,0.798926068
21359,XM_037970654.1,0.165828877,0.97884941,-0.012881981,0.99633541,0.162249815,0.886181592,0.183423793,0.851047414
21360,XM_037970655.1,0.139507042,0.827177471,0.283540896,0.705726368,0.267233052,0.488165682,-0.013145627,0.980026072
21361,XM_037970656.1,-0.036213866,0.998595756,-0.057349467,0.950097308,-0.06459942,0.765389881,-0.002115242,0.997161492
21362,XM_037970657.1,-0.038963054,0.998595756,-0.066570572,0.950097308,-0.072849452,0.787480617,-0.009959458,0.989114468
21363,XM_037970658.1,-0.138594258,0.763392162,0.037324246,0.95743966,-0.120786127,0.550782799,-0.156170219,0.798926068
21364,XM_037970659.1,-0.380281186,0.877881808,1.017550285,0.705726368,0.104548345,0.920560059,-0.90970269,0.798926068
21365,XM_037970660.1,0.143297078,0.97884941,-0.147518985,0.947460238,0.074480006,0.884322595,0.229412478,0.798926068
21366,XM_037970661.1,0.022681387,0.998595756,-0.058352873,0.953710606,-0.005373521,0.980103812,0.047670487,0.946694438
21367,XM_037970662.1,-0.535907127,0.830274041,-0.489325989,0.859672004,-0.798560283,0.705704219,-0.288370431,0.805470965
21368,XM_037970663.1,-0.00381247,0.998595756,0.390908278,0.729510316,0.178603559,0.778585277,-0.21598547,0.798926068
21369,XM_037970664.1,-0.294909609,0.906587991,0.254345501,0.915220689,-0.148600762,0.877117797,-0.423117251,0.798926068
21370,XM_037970665.1,-0.006496425,0.998595756,0.321144679,0.726510387,0.14317526,0.803460834,-0.17423341,0.798926068
21371,XM_037970666.1,-0.167203955,0.987247446,0.333301249,0.912366816,0.012384362,0.99495435,-0.323986344,0.798926068
21372,XM_037970667.1,0.257619749,0.959252454,0.386594517,0.87897985,0.444989594,0.705704219,0.053285469,0.979132916
21373,XM_037970668.1,-0.115316666,0.919820866,0.277551448,0.705726368,0.012864446,0.972656664,-0.261425623,0.798926068
21374,XM_037970669.1,-0.251886382,0.89231229,-0.423044316,0.730368716,-0.443371496,0.705704219,-0.017913938,0.986691101
21375,XM_037970670.1,0.1245659,0.927135516,-0.023891013,0.983854287,0.111333605,0.801157152,0.136402584,0.798926068
21376,XM_037970671.1,-0.348112369,0.927504261,-0.093451049,0.979916558,-0.400952577,0.788569402,-0.309442557,0.798926068
21377,XM_037970672.1,-0.108685252,0.998595756,0.745613549,0.901094402,0.305806313,0.927279566,-0.454402248,0.87200658
21378,XM_037970673.1,0.387381073,0.626103023,-0.169087282,0.877406635,0.30774673,0.475189022,0.485502562,0.798926068
21379,XM_037970674.1,-0.006298182,0.998595756,0.08761749,0.926016773,0.031574578,0.923029232,-0.060622567,0.915067009
21380,XM_037970675.1,0.02177913,0.998595756,0.719755011,0.705726368,0.446469061,0.705704219,-0.275655182,0.798926068
21381,XM_037970676.1,0.066464025,0.993340416,-0.008306725,0.996281301,0.061699641,0.791651553,0.078182058,0.935802366
21382,XM_037970677.1,0.169633581,0.99671321,0.10076707,0.979916558,0.221742452,0.863549434,0.114147634,0.961452802
21383,XM_037970678.1,0.188868578,0.966740793,0.019364667,0.994230566,0.187713679,0.845159365,0.169718317,0.874446946
21384,XM_037970679.1,-0.109386692,0.983823858,-0.617174406,0.705726368,-0.374816336,0.705704219,0.239772705,0.798926068
21385,XM_037970680.1,0.076361011,0.998595756,0.411262076,0.786172852,0.272230076,0.705704219,-0.138326461,0.897612497
21386,XM_037970681.1,-0.416229497,0.761239836,0.136567672,0.945071726,-0.348484777,0.705704219,-0.479824523,0.798926068
21387,XM_037970682.1,0.230670135,0.859611739,0.26999612,0.822510395,0.368761971,0.705704219,0.10721841,0.798926068
21388,XM_037970683.1,0.336563299,0.919820866,0.315348061,0.91745392,0.531241804,0.705704219,0.213287329,0.878153821
21389,XM_037970684.1,-0.258098995,0.991083093,-1.128683307,0.724641799,-0.762467888,0.705704219,0.374474732,0.882605593
21390,XM_037970685.1,0.030598033,0.982520657,0.138658176,0.705726368,0.094745523,0.681294905,-0.040577461,0.904424726
21391,XM_037970686.1,0.404200777,0.998595756,-3.271992993,0.705726368,-1.940573258,0.705704219,1.33648065,0.798926068
21392,XM_037970687.1,-0.175801841,0.927504261,-0.088646162,0.960943401,-0.218053046,0.705704219,-0.124853614,0.896105408
21393,XM_037970688.1,-0.144416898,0.827177471,-0.074039461,0.936982947,-0.18186785,0.409932729,-0.10667623,0.810760014
21394,XM_037970689.1,-0.138083795,0.86186249,-0.189288592,0.768754296,-0.233289339,0.408216155,-0.042929955,0.948457922
21395,XM_037970690.1,0.203016014,0.763392162,0.017020048,0.985000885,0.210435876,0.446869566,0.203797842,0.798926068
21396,XM_037970691.1,0.104373959,0.947581039,0.034989562,0.976204287,0.121587652,0.713697934,0.08907976,0.874733507
21397,XM_037970692.1,0.223047592,0.97884941,0.661568875,0.804078603,0.592670486,0.705704219,-0.021456936,0.991445169
21398,XM_037970693.1,-0.00472852,0.998595756,-0.181835346,0.863522891,-0.092763199,0.705704219,0.102155423,0.904424726
21399,XM_037970694.1,0.139338454,0.998595756,1.680693329,0.84142422,0.72872216,0.857098701,-0.911674817,0.847985725
21400,XM_037970695.1,-0.07286353,0.981560354,0.162151497,0.886349101,-0.006287757,0.987817627,-0.165285223,0.798926068
21401,XM_037970696.1,0.137866783,0.998595756,-0.15563894,0.971480895,0.045790306,0.979200171,0.21984412,0.90633126
21402,XM_037970697.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21403,XM_037970698.1,0.144408755,0.906587991,-0.13467489,0.906038732,0.077756236,0.864287568,0.214411387,0.798926068
21404,XM_037970699.1,-0.034573836,0.998595756,-0.224919154,0.885851771,-0.143767469,0.823138027,0.073457448,0.94221418
21405,XM_037970700.1,0.331112025,0.959252454,0.234902698,0.95387846,0.440964694,0.742916632,0.219418509,0.908304527
21406,XM_037970701.1,0.175349633,0.888331091,-0.338732968,0.705726368,0.034141743,0.923701321,0.391295183,0.798926068
21407,XM_037970702.1,0.195556029,0.989753042,-0.468148939,0.894502874,0.03761939,0.972593878,0.491486621,0.818191994
21408,XM_037970703.1,0.148120733,0.964703059,-1.056170552,0.616871649,-0.216593012,0.705704219,0.833456898,0.74012297
21409,XM_037970704.1,0.001083354,0.998595756,0.17050959,0.705726368,0.08216319,0.742934795,-0.0917845,0.798926068
21410,XM_037970705.1,0.07126594,0.998595756,1.180194955,0.705726368,0.625281475,0.705704219,-0.54826955,0.798926068
21411,XM_037970706.1,0.044115028,0.979076557,-0.286460256,0.705726368,-0.099522066,0.705704219,0.189470259,0.798926068
21412,XM_037970707.1,-0.120906279,0.97884941,-0.883640487,0.705726368,-0.570725601,0.56848995,0.313844074,0.798926068
21413,XM_037970708.1,-0.02021387,0.998595756,0.123967615,0.858391766,0.042387412,0.898697068,-0.084210596,0.834039147
21414,XM_037970709.1,0.227338218,0.97884941,1.11176787,0.705726368,0.809352594,0.705704219,-0.301868984,0.798926068
21415,XM_037970710.1,0.189196079,0.75708309,0.220866075,0.705726368,0.281341071,0.370607934,0.06858883,0.884066131
21416,XM_037970711.1,-0.222483157,0.849376003,-0.389081332,0.705726368,-0.41668972,0.674287192,-0.019053527,0.979132916
21417,XM_037970712.1,-0.057248133,0.979076557,0.173435993,0.804078603,0.02087013,0.958305449,-0.157371416,0.798926068
21418,XM_037970713.1,-0.077069656,0.998595756,0.077470525,0.98876625,-0.048150915,0.980921319,-0.104518435,0.97644012
21419,XM_037970714.1,0.092555232,0.998595756,0.737241637,0.705726368,0.445629179,0.705704219,-0.295873817,0.798926068
21420,XM_037970715.1,-0.340185574,0.833943027,-0.462238006,0.734926874,-0.549717698,0.674287192,-0.099704078,0.921216878
21421,XM_037970716.1,0.580357489,0.917208154,-0.391642781,0.946274969,0.407553227,0.864356925,0.799733712,0.798926068
21422,XM_037970717.1,-0.115923578,0.97767956,-0.310747946,0.763812052,-0.26159271,0.705704219,0.045289449,0.961526546
21423,XM_037970718.1,-0.071178618,0.998595756,-0.61329381,0.759386035,-0.386526579,0.772671913,0.214462798,0.798926068
21424,XM_037970719.1,0.134965563,0.993354706,0.450378078,0.840888631,0.326958442,0.705704219,-0.114628756,0.9561292
21425,XM_037970720.1,0.094349445,0.93966432,-0.05785614,0.955699393,0.070067945,0.775169938,0.126892916,0.798926068
21426,XM_037970721.1,0.011580442,0.998595756,0.924076513,0.705726368,0.416567643,0.705704219,-0.505300962,0.798926068
21427,XM_037970722.1,-0.059144503,0.998595756,0.286926207,0.951513935,0.081513296,0.96708522,-0.193984218,0.928799287
21428,XM_037970723.1,-0.105290207,0.99508303,0.49256257,0.710561364,0.151924656,0.871812241,-0.344891245,0.798926068
21429,XM_037970724.1,0.075531871,0.97884941,-0.046809814,0.968095091,0.049537467,0.932138718,0.10721841,0.798926068
21430,XM_037970725.1,0.444727984,0.774836412,0.065465104,0.979532429,0.466701921,0.466278582,0.41513972,0.798926068
21431,XM_037970726.1,0.101165846,0.928527544,-0.218959778,0.715620352,-0.004708166,0.986628606,0.223150925,0.798926068
21432,XM_037970727.1,-0.050485072,0.998595756,-0.27372461,0.927933761,-0.182472584,0.870755789,0.06767073,0.971548159
21433,XM_037970728.1,0.110617981,0.99095146,0.582884046,0.705726368,0.394576661,0.705704219,-0.175122658,0.852955802
21434,XM_037970729.1,0.012142764,0.998595756,0.20063265,0.815599104,0.110194849,0.751508259,-0.086078304,0.876480414
21435,XM_037970730.1,0.66376497,0.787021659,-0.128936455,0.973378619,0.595206077,0.705704219,0.754099445,0.798926068
21436,XM_037970731.1,0.241753326,0.833943027,0.065448738,0.968095091,0.273672431,0.523253343,0.212035172,0.804316875
21437,XM_037970732.1,-0.391539583,0.959142959,0.041621105,0.993058921,-0.362891583,0.795220395,-0.450229537,0.822699181
21438,XM_037970733.1,0.381556137,0.936540702,-0.537307827,0.865523239,0.127370565,0.937334217,0.641014991,0.798926068
21439,XM_037970734.1,-0.030245082,0.998595756,-0.481926139,0.735017485,-0.273352213,0.756118552,0.225871073,0.798926068
21440,XM_037970735.1,0.160076562,0.994440526,1.682987677,0.670491718,1.04534958,0.48955933,-0.598268991,0.798926068
21441,XM_037970736.1,-0.347087199,0.830235556,-0.261635142,0.890724504,-0.48112324,0.705704219,-0.196840234,0.798926068
21442,XM_037970737.1,-0.070258118,0.993354706,-0.040097628,0.979916558,-0.088523668,0.865148706,-0.048842857,0.961452802
21443,XM_037970738.1,-0.611116252,0.792617151,0.162178513,0.962350346,-0.535764625,0.705704219,-0.673247104,0.798926068
21444,XM_037970739.1,-0.373227347,0.959252454,-1.915331984,0.705726368,-1.437291241,0.541712965,0.462247355,0.798926068
21445,XM_037970740.1,-0.089461284,0.99103378,-0.198420303,0.90490765,-0.19819467,0.770123472,0.010689575,0.992044898
21446,XM_037970741.1,0.324067447,0.955162375,0.854170461,0.705726368,0.758793979,0.705704219,-0.094154658,0.961452802
21447,XM_037970742.1,-0.0317465,0.998595756,-0.279835642,0.93813457,-0.18296625,0.90366952,0.100996745,0.959426252
21448,XM_037970743.1,0.13027127,0.998595756,0.098599904,0.977884206,0.190215055,0.892407138,0.072957397,0.969890969
21449,XM_037970744.1,-0.214720115,0.900248508,-0.372062254,0.731613255,-0.408913722,0.705704219,-0.024250178,0.975401398
21450,XM_037970745.1,0.084353326,0.983215435,0.227621047,0.848691647,0.187412985,0.719967274,-0.02839356,0.976743338
21451,XM_037970746.1,-0.004238814,0.998595756,-0.188572771,0.883656577,-0.095275191,0.886873557,0.098170128,0.890109854
21452,XM_037970747.1,-0.271462309,0.941853968,0.373856239,0.875201914,-0.108710367,0.931564755,-0.452645643,0.798926068
21453,XM_037970748.1,-0.019909732,0.998595756,-0.171536029,0.92137023,-0.101012358,0.86628274,0.069046957,0.954318281
21454,XM_037970749.1,-0.03357493,0.998595756,-0.629180744,0.823840448,-0.391541723,0.763783985,0.239403042,0.890086976
21455,XM_037970750.1,0.415616658,0.966740793,-0.902541278,0.813502356,-0.077563379,0.972005624,0.870742409,0.798926068
21456,XM_037970751.1,0.908516524,0.862685891,2.332592585,0.705726368,1.962622938,0.521014368,-0.354462339,0.908885373
21457,XM_037970752.1,0.180422718,0.998595756,1.051988714,0.854263124,0.706301115,0.781908971,-0.349377702,0.924452207
21458,XM_037970753.1,-0.278364534,0.763392162,-0.027802749,0.98232057,-0.297320351,0.500391645,-0.27285898,0.798926068
21459,XM_037970754.1,-0.092600352,0.964539645,-0.063130856,0.957453081,-0.124103571,0.734981201,-0.055610147,0.930566235
21460,XM_037970755.1,-0.0181084,0.998595756,-0.247069674,0.894502874,-0.148964952,0.90781064,0.10721841,0.798926068
21461,XM_037970756.1,-0.105500059,0.998595756,-0.22277781,0.960676535,-0.21376747,0.91489321,0.024211706,0.992649477
21462,XM_037970757.1,0.012878166,0.998595756,0.082823206,0.950274997,0.049537467,0.932138718,-0.024250178,0.975401398
21463,XM_037970758.1,-0.109165385,0.998595756,-0.089524117,0.98128189,-0.160971434,0.932138718,-0.037386211,0.985050325
21464,XM_037970759.1,-0.205209942,0.961991768,0.297547794,0.88516512,-0.060267366,0.958864964,-0.329318215,0.798926068
21465,XM_037970760.1,-0.114646409,0.998595756,-0.722667872,0.705726368,-0.500666675,0.705704219,0.23680909,0.8190382
21466,XM_037970761.1,-0.04929582,0.998595756,0.286150631,0.834752093,0.090255619,0.918207847,-0.179611503,0.798926068
21467,XM_037970762.1,-0.191541818,0.975557343,-0.152722686,0.955635513,-0.266029385,0.734466638,-0.104124648,0.941215533
21468,XM_037970763.1,-0.006454879,0.998595756,0.317416642,0.92785037,0.125865425,0.931608281,-0.176354376,0.920485193
21469,XM_037970764.1,-0.367004888,0.919820866,-0.144761306,0.971304861,-0.424108189,0.705704219,-0.257754829,0.88013711
21470,XM_037970765.1,-0.145078322,0.966740793,0.010539622,0.996331036,-0.140725835,0.797296417,-0.152761453,0.878153821
21471,XM_037970766.1,-0.393371619,0.878797948,-0.664606306,0.705726368,-0.726179615,0.662371118,-0.054289332,0.975401398
21472,XM_037970767.1,-0.052076413,0.998595756,-0.092384413,0.956682975,-0.096443844,0.918112836,-0.003667815,0.995502828
21473,XM_037970768.1,0.012848957,0.998595756,-0.306556484,0.736112518,-0.142380878,0.705704219,0.172318142,0.81567502
21474,XM_037970769.1,0.528622094,0.858586912,-0.374220247,0.916259012,0.332587349,0.803785964,0.708907853,0.798926068
21475,XM_037970770.1,-0.083803664,0.97884941,0.277130563,0.705726368,0.049403144,0.880319635,-0.22959797,0.798926068
21476,XM_037970771.1,0.589840156,0.959248524,-3.072541545,0.705726368,-0.519600617,0.682878213,2.597411179,0.798926068
21477,XM_037970772.1,-0.03183542,0.998595756,-0.58642759,0.706800914,-0.343138298,0.736100699,0.255857728,0.798926068
21478,XM_037970773.1,-0.081174049,0.998595756,0.086295883,0.979718177,-0.058811007,0.961413166,-0.108835695,0.94925644
21479,XM_037970774.1,0.230144398,0.806117152,-0.054540212,0.968095091,0.202842209,0.674287192,0.260821684,0.798926068
21480,XM_037970775.1,0.794429664,0.830274041,1.392171523,0.705726368,1.518645771,0.500508267,0.118388971,0.968594207
21481,XM_037970776.1,-0.264250473,0.880982412,-0.225743371,0.899598141,-0.383779466,0.705704219,-0.148167731,0.848448321
21482,XM_037970777.1,0.122346103,0.97884941,0.085687393,0.964405744,0.158717689,0.705704219,0.083962849,0.957960202
21483,XM_037970778.1,0.159527583,0.992652728,-0.80324443,0.705726368,-0.24299484,0.850539075,0.566467571,0.798926068
21484,XM_037970779.1,-0.067221521,0.998595756,0.100046752,0.984148873,-0.001411128,0.999303376,-0.098424266,0.976191993
21485,XM_037970780.1,-0.04057034,0.998595756,-0.846912777,0.705726368,-0.471644532,0.743399868,0.377249887,0.798926068
21486,XM_037970781.1,0.143500666,0.975557343,-0.596660322,0.705726368,-0.151345463,0.858949925,0.459064109,0.798926068
21487,XM_037970782.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21488,XM_037970783.1,0.042254895,0.998595756,-1.606896794,0.705726368,-0.823454557,0.667598371,0.784902275,0.798926068
21489,XM_037970784.1,0.319076198,0.919820866,0.104224398,0.973627055,0.3644895,0.753480536,0.270742232,0.818584624
21490,XM_037970785.1,0.054627688,0.998595756,0.256637554,0.881834827,0.18533504,0.7722285,-0.077983256,0.945532046
21491,XM_037970786.1,0.042622535,0.990364054,-0.019706615,0.98155328,0.032388869,0.880319635,0.060316739,0.90081663
21492,XM_037970787.1,-0.327138913,0.84793217,-0.324887177,0.854299332,-0.494833975,0.705704219,-0.16891818,0.800898627
21493,XM_037970788.1,-0.198442974,0.979076557,1.677829904,0.68213534,0.777081679,0.705704219,-0.9022195,0.798926068
21494,XM_037970789.1,-0.038052965,0.989581167,-0.04781576,0.951212667,-0.060406945,0.735009393,-0.013899797,0.979693284
21495,XM_037970790.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21496,XM_037970791.1,-0.04979249,0.97884941,0.009628694,0.991149147,-0.04554498,0.765736616,-0.055094956,0.917790024
21497,XM_037970792.1,0.02839999,0.995398427,0.152131591,0.705726368,0.097392557,0.705704219,-0.052291899,0.87569847
21498,XM_037970793.1,-0.576368538,0.89033613,0.150576987,0.975325219,-0.477920469,0.797145263,-0.662720459,0.798926068
21499,XM_037970794.1,0.071825342,0.998595756,-0.18693966,0.965009794,-0.013289658,0.99554318,0.162022978,0.937007764
21500,XM_037970795.1,-0.06993817,0.97884941,-0.326349706,0.705726368,-0.228272229,0.705704219,0.10721841,0.798926068
21501,XM_037970796.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21502,XM_037970797.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21503,XM_037970798.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21504,XM_037970799.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21505,XM_037970800.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21506,XM_037970801.1,0.122124652,0.96250109,0.044221834,0.976907739,0.141999821,0.83649861,0.10721841,0.798926068
21507,XM_037970802.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21508,XM_037970803.1,-0.046037389,0.998595756,-0.829729879,0.705726368,-0.489495243,0.705704219,0.344944326,0.798926068
21509,XM_037970804.1,-0.478099859,0.773988439,-0.357600622,0.847521539,-0.66007459,0.457656079,-0.308752478,0.798926068
21510,XM_037970805.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21511,XM_037970806.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21512,XM_037970807.1,-0.221800748,0.998595756,0.877883705,0.864320706,0.357908928,0.898699285,-0.552017295,0.82172376
21513,XM_037970808.1,-0.121717086,0.998595756,0.139466925,0.982075101,-0.036576448,0.989389268,-0.188357816,0.958222023
21514,XM_037970809.1,-0.259285516,0.97884941,0.102479611,0.979713725,-0.209366177,0.911686803,-0.290667091,0.837493891
21515,XM_037970810.1,0.211619659,0.97767956,1.168686348,0.705726368,0.80985501,0.521014368,-0.372932076,0.798926068
21516,XM_037970811.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21517,XM_037970812.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21518,XM_037970813.1,0.41963307,0.906587991,-0.84405087,0.705726368,-0.055682714,0.969866307,0.790092977,0.798926068
21519,XM_037970814.1,-0.140728931,0.778481566,0.043987205,0.95628583,-0.123340088,0.604438972,-0.170342136,0.798926068
21520,XM_037970815.1,-0.040556718,0.998595756,0.344932817,0.904784896,0.12864327,0.932432903,-0.212592047,0.862169841
21521,XM_037970816.1,-1.427515656,0.763392162,-0.294045117,0.965263357,-1.55689205,0.705704219,-1.275148317,0.798926068
21522,XM_037970817.1,-0.107929585,0.97884941,0.036606995,0.980680347,-0.092763199,0.705704219,-0.113691973,0.916161562
21523,XM_037970818.1,-0.020450593,0.998595756,0.051571242,0.966836181,0.003144726,0.995850709,-0.047604239,0.948384501
21524,XM_037970819.1,0.397310755,0.773988439,-0.324955863,0.83736952,0.279435664,0.61392535,0.609659139,0.798926068
21525,XM_037970820.1,0.071408477,0.998595756,-0.24259647,0.927933761,-0.033932289,0.965120743,0.199889186,0.89568539
21526,XM_037970821.1,-0.588556803,0.732856503,-0.384855282,0.825356244,-0.785312689,0.562846965,-0.392023718,0.798926068
21527,XM_037970822.1,-0.339227291,0.97581315,-0.168839152,0.973627055,-0.415844924,0.747858406,-0.203843206,0.946694438
21528,XM_037970823.1,-0.092592756,0.998595756,-0.040480682,0.991797071,-0.123543885,0.939861781,-0.061251069,0.976167046
21529,XM_037970824.1,-0.0990854,0.97884941,0.215353234,0.867427254,0.025031549,0.957699892,-0.176951853,0.798926068
21530,XM_037970825.1,-0.302033324,0.763392162,-0.175832631,0.890849635,-0.376348105,0.667598371,-0.199798188,0.798926068
21531,XM_037970826.1,-0.159819335,0.763392162,0.072002378,0.925557339,-0.128757599,0.61392535,-0.20491959,0.798926068
21532,XM_037970827.1,0.982092717,0.75708309,1.583136738,0.705726368,1.69062711,0.378107498,0.104224682,0.967377227
21533,XM_037970828.1,0.057434609,0.919820866,0.009113103,0.986181506,0.062540522,0.705704219,0.054614373,0.843287753
21534,XM_037970829.1,0.042195582,0.998595756,0.028197357,0.979916558,0.056144632,0.884307074,0.028083435,0.967345836
21535,XM_037970830.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
21536,XM_037970831.1,-0.204408829,0.827177471,-0.369088832,0.705726368,-0.375291873,0.464861729,-0.018704544,0.979927409
21537,XM_037970832.1,-0.678757101,0.852226131,0.476742044,0.915804927,-0.457721219,0.756118552,-0.890456524,0.798926068
21538,XM_037970833.1,-0.335052925,0.9557339,0.196370874,0.959206716,-0.238646915,0.885606133,-0.427826472,0.798926068
21539,XM_037970834.1,-0.052642175,0.998595756,-0.93414518,0.705726368,-0.426228346,0.705704219,0.529898494,0.798926068
21540,XM_037970835.1,0.24933666,0.984948651,-1.276183085,0.705726368,-0.429820502,0.809027071,0.845695353,0.798926068
21541,XM_037970836.1,0.389153361,0.905757706,0.571140051,0.806472017,0.676121774,0.705704219,0.105972427,0.953456555
21542,XM_037970837.1,0.189792026,0.998595756,0.450843603,0.911932641,0.41689166,0.763302391,-0.013752479,0.995502828
21543,XM_037970838.1,-0.363210653,0.919820866,0.784013276,0.705726368,0.04605412,0.969738708,-0.746174138,0.798926068
21544,XM_037970839.1,-0.019222336,0.998595756,-0.274043082,0.705726368,-0.133145727,0.705704219,0.140859806,0.798926068
21545,XM_037970840.1,-0.687124548,0.880982412,-1.904305132,0.705726368,-1.583682792,0.466278582,0.344637872,0.889062639
21546,XM_037970841.1,0.060054974,0.998595756,-0.845523561,0.705726368,-0.36336662,0.705704219,0.488668905,0.798926068
21547,XM_037970842.1,-0.232673765,0.92674924,-0.877703436,0.705726368,-0.676808933,0.565066853,0.20680851,0.798926068
21548,XM_037970843.1,0.622693546,0.892719918,-0.694068962,0.867403611,0.303780944,0.890902287,1.030346312,0.798926068
21549,XM_037970844.1,-0.138958858,0.966740793,-0.465271156,0.705726368,-0.364607742,0.705704219,0.10721841,0.798926068
21550,XM_037970845.1,-0.058327817,0.998595756,0.108525654,0.955499157,-0.011469816,0.984235117,-0.115528857,0.911682218
21551,XM_037970846.1,0.049069589,0.998595756,0.350642545,0.705726368,0.186792219,0.705704219,-0.167155879,0.798926068
