Geneid_Ls,Transcript_ID,Treatment_logFC,Treatment_pvalue,Interaction_logFC,Interaction_pvalue,A_4_logFC,A_4_pvalue,A_1_logFC,A_1_pvalue
1,XM_037949296.1,0.246688602,0.940472152,-0.022758619,0.993244085,0.208354352,0.827040084,0.276875897,0.798926068
2,XM_037949297.1,0.764092417,0.902679762,0.245513174,0.971304861,0.894239526,0.705704219,0.653828392,0.801062507
3,XM_037949298.1,-0.287640376,0.960427631,-0.459129279,0.866874404,-0.519330307,0.705704219,-0.029623651,0.989303883
4,XM_037949299.1,2.009565684,0.732856503,2.366428002,0.705726368,3.21435045,0.378107498,0.824746456,0.798926068
5,XM_037949300.1,1.223967997,0.745720227,0.500737316,0.91818814,1.508146313,0.599811312,1.011739275,0.798926068
6,XM_037949301.1,2.044012542,0.301083895,1.491625037,0.705726368,2.759247376,0.285198483,1.27022905,0.798926068
7,XM_037949302.1,0.037644194,0.998595756,-0.073196188,0.961160303,0.00754023,0.984023803,0.086408319,0.93438162
8,XM_037949303.1,0.554411789,0.895368866,-1.21602169,0.751187632,0.343962258,0.705704219,1.587981137,0.798926068
9,XM_037949304.1,1.272369556,0.754290378,0.335719213,0.95387846,1.45752535,0.654195561,1.121236556,0.798926068
10,XM_037949305.1,0.193094401,0.998595756,1.825457972,0.710382511,1.254377804,0.705704219,-0.533508805,0.866879855
11,XM_037949306.1,-0.133183608,0.998595756,1.041595421,0.847050252,0.417660238,0.903727075,-0.567555773,0.815739298
12,XM_037949307.1,-0.129840349,0.979076557,-0.231719388,0.915756955,-0.224276893,0.705704219,0.017872691,0.992599746
13,XM_037949308.1,-0.099940841,0.96445584,0.233682494,0.776204803,0.013965961,0.972782573,-0.227458296,0.798926068
14,XM_037949309.1,0.010564248,0.998595756,0.172309828,0.705726368,0.087642009,0.705704219,-0.08689353,0.798926068
15,XM_037949310.1,0.193305432,0.963750383,-0.034921588,0.988269969,0.173211581,0.825951843,0.222934612,0.839973645
16,XM_037949311.1,0.428752785,0.940356475,0.825569355,0.799453981,0.725957307,0.705704219,-0.078903692,0.980040593
17,XM_037949312.1,-0.128222414,0.906587991,0.08165094,0.945741181,-0.087109316,0.755535134,-0.168081284,0.798926068
18,XM_037949313.1,-0.183067691,0.763392162,0.002712973,0.996899336,-0.18299688,0.674287192,-0.190560953,0.798926068
19,XM_037949314.1,0.091042634,0.971351467,-0.2650744,0.705726368,-0.035287495,0.938182894,0.233707705,0.798926068
20,XM_037949315.1,0.355158742,0.833943027,0.352719508,0.859672004,0.466452752,0.663746253,0.128918907,0.939304679
21,XM_037949316.1,-0.20174306,0.84793217,-0.154160854,0.902762054,-0.270922772,0.705704219,-0.112542175,0.798926068
22,XM_037949317.1,-0.02286633,0.998595756,-0.097946896,0.764509,-0.071252451,0.705704219,0.030246336,0.927465451
23,XM_037949318.1,-0.357367112,0.914050652,0.484791615,0.846345412,-0.126395035,0.902780033,-0.597843138,0.798926068
24,XM_037949319.1,0.588510409,0.812446313,-0.127572504,0.973627055,0.55383229,0.593407346,0.689285697,0.798926068
25,XM_037949320.1,-0.313616871,0.97884941,1.907717393,0.705726368,0.552380083,0.705704219,-1.363229052,0.798926068
26,XM_037949321.1,-0.11234097,0.979813726,-0.235853224,0.891554719,-0.2314597,0.705704219,0.008791993,0.995502828
27,XM_037949322.1,-0.192950062,0.97884941,-0.412820655,0.883656577,-0.427911395,0.774348469,-0.011919157,0.993778839
28,XM_037949323.1,0.161162701,0.882984797,0.033155763,0.979916558,0.176765242,0.705704219,0.138733723,0.814387435
29,XM_037949324.1,-0.123076905,0.914050652,0.458769734,0.705726368,0.103843893,0.776141404,-0.353252657,0.798926068
30,XM_037949325.1,0.307324529,0.940472152,0.307800502,0.92374865,0.482633093,0.705704219,0.165276629,0.923397079
31,XM_037949326.1,-0.00989695,0.998595756,-0.226759924,0.909135549,-0.122622092,0.88358204,0.111293624,0.918373126
32,XM_037949327.1,-0.005207559,0.998595756,-0.053722508,0.961160303,-0.029021983,0.936928322,0.022025412,0.975401398
33,XM_037949328.1,0.261603253,0.85075863,0.328020409,0.786408764,0.429550415,0.705704219,0.10721841,0.798926068
34,XM_037949329.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
35,XM_037949330.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
36,XM_037949331.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
37,XM_037949332.1,0.67208639,0.827189249,0.515220683,0.890724504,0.861408494,0.674377993,0.353776122,0.843320871
38,XM_037949333.1,-0.241325642,0.975557343,-1.172049398,0.705726368,-0.785410997,0.693557594,0.391707152,0.798926068
39,XM_037949334.1,0.1288095,0.896906961,-0.272084824,0.705726368,-0.002648576,0.995340137,0.279498418,0.798926068
40,XM_037949335.1,0.094735803,0.998595756,0.602492775,0.748125749,0.415936694,0.738739515,-0.192721744,0.835804848
41,XM_037949336.1,-0.007155056,0.998595756,0.428921515,0.851330947,0.158720178,0.781527718,-0.267455103,0.886029331
42,XM_037949337.1,-0.01812412,0.998595756,-0.048394458,0.950097308,-0.041644346,0.856657055,0.01018342,0.981158598
43,XM_037949338.1,0.103475933,0.830274041,-0.212935945,0.705726368,0.004955056,0.973214155,0.224151837,0.798926068
44,XM_037949339.1,0.06033742,0.991536412,-0.291662,0.705726368,-0.067201958,0.733930263,0.232279255,0.798926068
45,XM_037949340.1,-0.166617129,0.998595756,0.456689558,0.95058101,0.085532617,0.982145789,-0.358754496,0.857058507
46,XM_037949341.1,-0.025598591,0.998595756,-0.518475814,0.754103684,-0.291868285,0.774322038,0.228595972,0.799343491
47,XM_037949342.1,0.2487725,0.92674924,0.325893863,0.871861997,0.382727757,0.705704219,0.092620052,0.942382004
48,XM_037949343.1,-0.107277751,0.998595756,-0.785161218,0.860576297,-0.461421677,0.786258235,0.316083082,0.920663814
49,XM_037949344.1,0.188771299,0.97884941,-0.350282188,0.883645127,-0.029320926,0.983935142,0.358938385,0.798926068
50,XM_037949345.1,0.077614222,0.998595756,-0.303848599,0.844342975,-0.077639819,0.917773104,0.220219207,0.805008606
51,XM_037949346.1,-0.243468755,0.988643044,1.431596916,0.705726368,0.388783134,0.801784618,-1.035580088,0.798926068
52,XM_037949347.1,-0.205715412,0.963867532,-0.6288676,0.705726368,-0.518306196,0.705704219,0.115799362,0.910894114
53,XM_037949348.1,0.382916374,0.89471154,0.085551693,0.979707317,0.428414026,0.705704219,0.346582775,0.798926068
54,XM_037949349.1,0.275414353,0.919820866,-0.228141959,0.932426027,0.181369174,0.705704219,0.438016353,0.798926068
55,XM_037949350.1,-0.799783756,0.887865346,-2.127553468,0.705726368,-2.083111595,0.641910708,0.029648498,0.992272262
56,XM_037949351.1,-0.049479866,0.97884941,0.021583548,0.979916558,-0.041170278,0.857347759,-0.05864723,0.896551091
57,XM_037949352.1,0.232980637,0.998595756,1.642177516,0.805540435,0.972249946,0.78410449,-0.637131112,0.867048416
58,XM_037949353.1,-0.036014637,0.998595756,0.119597428,0.940628015,0.025920868,0.95867427,-0.09351653,0.910203471
59,XM_037949354.1,0.032022843,0.998595756,-0.004447527,0.997094042,0.032518157,0.956482968,0.046079142,0.961426804
60,XM_037949355.1,-0.064841338,0.913529805,-0.123971389,0.718218339,-0.127324899,0.677340049,-0.001256141,0.996797233
61,XM_037949356.1,-0.068521149,0.915721504,-0.035602338,0.956682975,-0.086880434,0.705704219,-0.049869512,0.880919832
62,XM_037949357.1,0.158540747,0.973984109,0.677498696,0.705726368,0.449958841,0.705704219,-0.235472024,0.798926068
63,XM_037949358.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
64,XM_037949359.1,0.282274162,0.774836412,0.124417583,0.934750029,0.350604321,0.705704219,0.229505185,0.798926068
65,XM_037949360.1,0.227467958,0.989753042,-1.086476328,0.705726368,-0.375575671,0.844723921,0.752582442,0.798926068
66,XM_037949361.1,0.09629997,0.998595756,-1.128216503,0.764915296,-0.536435823,0.824996382,0.585759185,0.798926068
67,XM_037949362.1,0.137148261,0.907386442,0.073676623,0.953710606,0.172132442,0.716076311,0.10721841,0.798926068
68,XM_037949363.1,0.085815827,0.992567952,-0.280944219,0.834267611,-0.052259232,0.954789475,0.23117985,0.798926068
69,XM_037949364.1,0.25005194,0.97884941,0.536329727,0.855737729,0.495255144,0.705704219,-0.035578785,0.987930002
70,XM_037949365.1,0.049111222,0.998595756,0.431529456,0.705726368,0.246483987,0.677340049,-0.180425247,0.798926068
71,XM_037949366.1,0.050104207,0.998595756,0.423902705,0.86384196,0.264874303,0.834676573,-0.161760585,0.906223049
72,XM_037949367.1,0.299763434,0.97884941,0.292230085,0.949781162,0.441555675,0.803460834,0.124700493,0.94793466
73,XM_037949368.1,-0.615325497,0.817522316,-0.638054361,0.799047677,-0.940685788,0.690206212,-0.303904511,0.804316875
74,XM_037949369.1,-1.347998423,0.763392162,1.220766588,0.789500331,-0.821500914,0.705704219,-2.064492771,0.798926068
75,XM_037949370.1,0.185560499,0.998595756,-2.012306832,0.705726368,-1.053395376,0.764802696,1.00768202,0.798926068
76,XM_037949371.1,0.37628072,0.778481167,-0.133423334,0.950007857,0.301115482,0.705704219,0.431930102,0.798926068
77,XM_037949372.1,0.129551595,0.962327478,0.163831666,0.910061437,0.216922155,0.705704219,0.043772569,0.961452802
78,XM_037949373.1,0.013184629,0.998595756,1.104472556,0.891836795,0.544054556,0.892407138,-0.582195097,0.889062639
79,XM_037949374.1,-0.128469431,0.998595756,-0.552413854,0.878177086,-0.227110229,0.798679287,0.321501701,0.894922388
80,XM_037949375.1,-0.016230157,0.998595756,0.482757249,0.705726368,0.165968388,0.718124658,-0.313369439,0.798926068
81,XM_037949376.1,-0.170883391,0.988208219,1.488158798,0.705726368,0.680462603,0.691594191,-0.80608853,0.798926068
82,XM_037949377.1,-0.00072756,0.999674791,0.400940263,0.879707345,0.206511903,0.901943952,-0.175685023,0.858201763
83,XM_037949378.1,-0.107882595,0.998595756,-0.431691912,0.873803424,-0.264108597,0.758647365,0.16666699,0.937007764
84,XM_037949379.1,0.252598981,0.97884941,0.907508892,0.705726368,0.696698867,0.705704219,-0.206318257,0.866026941
85,XM_037949380.1,0.038514549,0.998595756,0.050077299,0.973811967,0.060803845,0.916337599,0.016892525,0.985638492
86,XM_037949381.1,-0.333239883,0.989753042,-0.218937311,0.974862897,-0.415630871,0.826609052,-0.22586042,0.961526546
87,XM_037949382.1,0.051175132,0.99103378,0.012054104,0.991149147,0.056703673,0.845945945,0.049991952,0.947222107
88,XM_037949383.1,-0.180967618,0.97884941,-0.048467261,0.984419071,-0.208848875,0.860160319,-0.154928695,0.867335146
89,XM_037949384.1,-0.04318354,0.998595756,0.192621811,0.752116735,0.041773925,0.916202364,-0.141340589,0.798926068
90,XM_037949385.1,-0.871153834,0.868511307,-1.173556923,0.78672608,-1.491377475,0.677340049,-0.29934873,0.92406464
91,XM_037949386.1,-0.049640401,0.97884941,-0.023010323,0.974730983,-0.059370662,0.803976415,-0.041154202,0.913544986
92,XM_037949387.1,0.023315128,0.998595756,0.120845493,0.912232577,0.068564611,0.864544744,-0.048342647,0.943858324
93,XM_037949388.1,0.203119149,0.92674924,-0.129119354,0.950840818,0.149146967,0.806422534,0.277405392,0.798926068
94,XM_037949389.1,0.012604047,0.998595756,-0.094406805,0.940628015,-0.030887344,0.933145251,0.071251846,0.914900977
95,XM_037949390.1,0.176646171,0.906587991,-0.047846713,0.976907739,0.156670093,0.771795738,0.20466077,0.798926068
96,XM_037949391.1,0.435469202,0.847330579,-0.124414475,0.967801269,0.3760779,0.756118552,0.473890412,0.798926068
97,XM_037949392.1,-0.11564096,0.763392162,0.100571808,0.790824936,-0.06940418,0.705704219,-0.170373131,0.798926068
98,XM_037949393.1,0.829690708,0.928352463,-1.715379669,0.733327116,-0.109336392,0.974050668,1.638065658,0.798926068
99,XM_037949394.1,-0.052137065,0.998595756,-0.119511058,0.922729218,-0.10401363,0.760453973,0.014480248,0.987101366
100,XM_037949395.1,0.044866663,0.998595756,0.261113666,0.883819227,0.184496293,0.834386959,-0.076980819,0.944472415
101,XM_037949396.1,-0.170332859,0.934037322,-0.361241217,0.731775937,-0.341319738,0.705704219,0.02328167,0.981106547
102,XM_037949397.1,0.234526078,0.998595756,-0.184484326,0.981634693,0.135490389,0.97043174,0.293996289,0.934696024
103,XM_037949398.1,1.100014412,0.812446313,-1.32336205,0.760347019,0.612165838,0.705704219,1.944811306,0.798926068
104,XM_037949399.1,0.176005009,0.918789951,-0.003430118,0.998298288,0.173545702,0.611348918,0.188081965,0.849816629
105,XM_037949400.1,0.087743738,0.983385027,-0.255378848,0.841699625,-0.011232623,0.980103812,0.260482312,0.798926068
106,XM_037949401.1,-0.580109442,0.827177471,-0.53822212,0.851035643,-0.894039253,0.705704219,-0.380785443,0.798926068
107,XM_037949402.1,0.019496003,0.998595756,0.105596265,0.858391766,0.070842303,0.731730758,-0.031866273,0.946408559
108,XM_037949403.1,0.034274652,0.998595756,0.30811919,0.705726368,0.170411231,0.700089841,-0.138364529,0.798926068
109,XM_037949404.1,0.19307299,0.884289421,0.191656342,0.879707345,0.291839633,0.705704219,0.10721841,0.798926068
110,XM_037949405.1,0.04999249,0.998595756,-0.188465642,0.957453081,-0.068169706,0.958864964,0.12770424,0.948457922
111,XM_037949406.1,0.494250342,0.225904792,-0.381992897,0.705726368,0.329259826,0.568145138,0.712281514,0.514566201
112,XM_037949407.1,-0.008452648,0.998595756,0.261659727,0.867403611,0.124158314,0.864356925,-0.13640996,0.88578208
113,XM_037949408.1,0.002022851,0.998595756,-0.710672791,0.705726368,-0.364763234,0.705704219,0.366647326,0.798926068
114,XM_037949409.1,-0.183664747,0.940842257,0.520496128,0.705726368,0.04881834,0.932032048,-0.431358241,0.798926068
115,XM_037949410.1,-0.676231682,0.732856503,0.537748532,0.738947716,-0.434705914,0.705704219,-0.92271281,0.798926068
116,XM_037949411.1,0.069406492,0.986727904,0.694174908,0.629151981,0.3879218,0.309897595,-0.299549281,0.798926068
117,XM_037949412.1,0.022982273,0.998595756,-0.178460888,0.733327116,-0.063210347,0.731730758,0.120244829,0.798926068
118,XM_037949413.1,0.285044137,0.914341599,0.066041784,0.979916558,0.310742718,0.668728496,0.271928796,0.868896734
119,XM_037949414.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
120,XM_037949415.1,-0.400618188,0.961991768,-0.240071457,0.960953044,-0.525992466,0.788350317,-0.291640201,0.867818688
121,XM_037949416.1,0.115408243,0.963867532,-0.186253675,0.874928506,0.042284274,0.847797671,0.24183001,0.798926068
122,XM_037949417.1,0.132793136,0.95013364,-0.175230393,0.890836231,0.060620013,0.907797141,0.242570744,0.798926068
123,XM_037949418.1,0.350371877,0.963867532,-0.372324523,0.934750029,0.193231477,0.908221927,0.57474392,0.798926068
124,XM_037949419.1,-0.027209641,0.998595756,-0.039352419,0.984145887,-0.043133888,0.957699892,-0.009202195,0.995439169
125,XM_037949420.1,-0.056149411,0.962694152,-0.055874588,0.936982947,-0.08339064,0.705704219,-0.023875839,0.949961288
126,XM_037949421.1,0.469292435,0.9625414,1.185255806,0.73168947,1.168909658,0.705704219,0.008653813,0.99817841
127,XM_037949422.1,0.229986883,0.90377475,-0.094581414,0.962724676,0.189683953,0.752492989,0.277761183,0.798926068
128,XM_037949423.1,-0.104669589,0.97884941,0.525538645,0.705726368,0.136473239,0.827386954,-0.385199704,0.798926068
129,XM_037949424.1,0.013087391,0.998595756,0.020966265,0.979820247,0.022299493,0.932138718,0.003844245,0.994597075
130,XM_037949425.1,-0.056220617,0.97884941,0.055589879,0.950097308,-0.031483546,0.915491007,-0.088124845,0.836138144
131,XM_037949426.1,0.022199698,0.998595756,0.037999214,0.943303017,0.039450974,0.799658754,0.005432701,0.987101366
132,XM_037949427.1,-0.121586957,0.827177471,0.199638069,0.705726368,-0.023816966,0.932746866,-0.222749309,0.798926068
133,XM_037949428.1,0.009459725,0.998595756,1.349861595,0.705726368,0.653713884,0.705704219,-0.686367556,0.798926068
134,XM_037949429.1,0.25854213,0.949092079,-0.782627142,0.705726368,-0.092763199,0.705704219,0.6648451,0.798926068
135,XM_037949430.1,-0.312479499,0.97884941,0.932839008,0.758741513,0.168948656,0.938125899,-0.775887521,0.798926068
136,XM_037949431.1,-0.025142256,0.998595756,-0.331433896,0.705726368,-0.18919163,0.705704219,0.134809773,0.82443191
137,XM_037949432.1,0.221945316,0.979163959,1.389910797,0.705726368,0.965553302,0.641910708,-0.425529271,0.798926068
138,XM_037949433.1,-0.144210189,0.974274193,-0.194105496,0.91448393,-0.244435305,0.705704219,-0.051947004,0.961526546
139,XM_037949434.1,-0.049237431,0.998595756,-0.226841065,0.880234748,-0.133165316,0.816507204,0.092192357,0.927225365
140,XM_037949435.1,0.042297691,0.998595756,0.167695041,0.982364667,0.162191432,0.964766012,0.011986788,0.997770934
141,XM_037949436.1,-0.047681768,0.998595756,0.004169169,0.996899336,-0.047610681,0.933520887,-0.048423312,0.926664648
142,XM_037949437.1,-0.05290094,0.995610268,0.050529087,0.965536609,-0.034477008,0.944868111,-0.081037897,0.844832019
143,XM_037949438.1,0.059515518,0.97884941,0.193748894,0.747899322,0.151095236,0.705704219,-0.038147224,0.94855709
144,XM_037949439.1,0.050062131,0.918819539,0.066790293,0.854512721,0.081088822,0.705704219,0.017467717,0.958222023
145,XM_037949440.1,-0.102378204,0.998595756,-0.815839427,0.826827215,-0.623232548,0.723145369,0.183472718,0.941749532
146,XM_037949441.1,0.124468777,0.998595756,-0.286828419,0.956682975,-0.014871128,0.99554318,0.279512854,0.897292982
147,XM_037949442.1,0.087610085,0.998595756,0.725753643,0.705726368,0.437165193,0.705704219,-0.265171231,0.802778341
148,XM_037949443.1,0.934348319,0.822935593,-0.108749042,0.984045998,0.871572518,0.705704219,0.994423434,0.798926068
149,XM_037949444.1,0.830520135,0.89868944,-0.588780562,0.934750029,0.526629987,0.858949925,1.126119889,0.798926068
150,XM_037949445.1,0.038425079,0.998595756,0.954511225,0.705726368,0.590303533,0.705704219,-0.376765707,0.798926068
151,XM_037949446.1,-0.041888419,0.998595756,0.080711458,0.950097308,-0.00274348,0.994843553,-0.082625977,0.913679279
152,XM_037949447.1,0.186555261,0.892734393,0.17315671,0.894255745,0.272064153,0.705704219,0.10721841,0.798926068
153,XM_037949448.1,-0.118403823,0.995398427,0.389788634,0.841024354,0.092537279,0.937334217,-0.294443303,0.798926068
154,XM_037949449.1,0.15687536,0.955162375,0.113826236,0.950274997,0.202232396,0.806422534,0.10721841,0.798926068
155,XM_037949450.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
156,XM_037949451.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
157,XM_037949452.1,-0.192185592,0.963867532,-0.312429099,0.873961615,-0.341139158,0.705704219,-0.029126991,0.986691101
158,XM_037949453.1,-0.030047164,0.998595756,0.171479167,0.894255745,0.04881834,0.932032048,-0.114838288,0.889062639
159,XM_037949454.1,0.290612684,0.940472152,0.484023356,0.834574856,0.524272001,0.705704219,0.041737077,0.97868931
160,XM_037949455.1,0.085357753,0.858702633,-0.135877675,0.705726368,0.018110879,0.932032048,0.157138289,0.798926068
161,XM_037949456.1,-0.135588723,0.998595756,-0.085585452,0.987355745,-0.16825861,0.939106516,-0.070056408,0.981106547
162,XM_037949457.1,0.128491679,0.998595756,0.045638699,0.988269969,0.150067497,0.884322595,0.112750012,0.951645571
163,XM_037949458.1,0.026629503,0.998595756,-0.395869852,0.925097762,-0.10810886,0.905175306,0.311277418,0.896140313
164,XM_037949459.1,-0.684274617,0.921309522,2.001606527,0.705726368,0.335529471,0.914920752,-1.665164642,0.798926068
165,XM_037949460.1,0.145146053,0.998595756,1.044357996,0.705726368,0.544822673,0.705704219,-0.475500869,0.798926068
166,XM_037949461.1,-0.11285413,0.998595756,-0.249296559,0.95743966,-0.239885145,0.902780033,0.003510233,0.999068256
167,XM_037949462.1,-0.211483851,0.975557343,0.729642129,0.705726368,0.136017821,0.877436639,-0.589655835,0.798926068
168,XM_037949463.1,-0.128275084,0.87186659,0.005801902,0.995941198,-0.126153194,0.521014368,-0.127612033,0.798926068
169,XM_037949464.1,0.052129772,0.998595756,-0.666835724,0.710334661,-0.285355939,0.823138027,0.396311635,0.798926068
170,XM_037949465.1,-0.087555446,0.998595756,0.030087456,0.993483253,-0.083162196,0.95366525,-0.101547145,0.957960202
171,XM_037949466.1,0.519041231,0.975557343,0.064105275,0.993058921,0.565820843,0.862493019,0.485001614,0.858587738
172,XM_037949467.1,0.020966346,0.998595756,-0.039256043,0.964895866,0.00265568,0.993704078,0.044704515,0.934700745
173,XM_037949468.1,-0.289982387,0.992652728,-1.091589253,0.809934162,-1.00270307,0.705704219,0.109274754,0.970796457
174,XM_037949469.1,0.98178872,0.906587991,-1.814160238,0.724641799,-0.030322705,0.994495804,1.826511617,0.798926068
175,XM_037949470.1,1.271334282,0.880982412,-1.549869166,0.82877262,0.533501075,0.90393584,2.066626865,0.798926068
176,XM_037949471.1,0.097192011,0.975557343,-0.037163163,0.979449384,0.081967153,0.8649002,0.121879075,0.840329419
177,XM_037949472.1,0.188108299,0.998595756,1.114546923,0.891939249,0.526931618,0.878703035,-0.600085785,0.885836785
178,XM_037949473.1,-0.065813222,0.946593408,0.036894308,0.959672029,-0.047170853,0.86305794,-0.082373502,0.798926068
179,XM_037949474.1,-0.023913871,0.998595756,-0.0553796,0.941373313,-0.050606127,0.814558092,0.002508433,0.995502828
180,XM_037949475.1,-0.080504885,0.855522816,0.055310576,0.92137023,-0.057768053,0.705704219,-0.112753862,0.798926068
181,XM_037949476.1,-0.063844767,0.980238639,0.224112061,0.764237305,0.031094226,0.933145251,-0.193878211,0.798926068
182,XM_037949477.1,0.309931989,0.921691581,-0.1433657,0.962724676,0.237593842,0.812441515,0.381861885,0.798926068
183,XM_037949478.1,0.137556469,0.89471154,-0.47755429,0.705726368,-0.099722029,0.761420085,0.380532304,0.798926068
184,XM_037949479.1,0.01111778,0.998595756,-0.115340005,0.841461648,-0.045726973,0.806591357,0.066846813,0.869442178
185,XM_037949480.1,0.02579996,0.998595756,-0.349982464,0.771777188,-0.138655007,0.808675795,0.227857869,0.798926068
186,XM_037949481.1,0.149112621,0.998595756,0.595929316,0.822586394,0.355351407,0.705704219,-0.225004078,0.926708359
187,XM_037949482.1,0.430265256,0.822935593,-0.59525882,0.705726368,0.130374444,0.920560059,0.733880471,0.798926068
188,XM_037949483.1,0.285231392,0.907617681,-0.311842502,0.882831152,0.088339714,0.945247025,0.426766482,0.798926068
189,XM_037949484.1,1.923214072,0.626103023,0.960749027,0.86912904,2.296038755,0.589358999,1.36000587,0.798926068
190,XM_037949485.1,0.732657697,0.763392162,1.171558411,0.705726368,1.359054155,0.378107498,0.199383742,0.904605105
191,XM_037949486.1,0.817162264,0.750415913,-0.498637581,0.847050252,0.556840083,0.536694021,1.057783737,0.798926068
192,XM_037949487.1,-0.471348629,0.948615598,0.29328753,0.956683217,-0.366885946,0.851836173,-0.628993238,0.798926068
193,XM_037949488.1,-0.032811724,0.998595756,-0.628722087,0.85139148,-0.378409431,0.81663799,0.276469619,0.885834158
194,XM_037949489.1,0.100422503,0.998595756,-0.295290615,0.919003054,-0.058830124,0.9511003,0.257125734,0.862169841
195,XM_037949490.1,-0.468693551,0.763392162,0.095755467,0.968095091,-0.422330939,0.669423498,-0.515848699,0.798926068
196,XM_037949491.1,-0.553271681,0.883395694,-0.946379324,0.705726368,-1.036936253,0.705704219,-0.109346003,0.942310045
197,XM_037949492.1,-0.041969961,0.998595756,0.082786071,0.936982947,-0.007145366,0.980921319,-0.091806397,0.867774398
198,XM_037949493.1,-0.123676058,0.97767956,0.058133055,0.97443326,-0.105709038,0.864356925,-0.149988058,0.825848626
199,XM_037949494.1,-0.058411351,0.998595756,0.059003612,0.973627055,-0.030640115,0.959641069,-0.08270254,0.91994402
200,XM_037949495.1,-0.30576347,0.939838355,-0.280956561,0.930131343,-0.464794894,0.705704219,-0.167444414,0.916576379
201,XM_037949496.1,0.052381471,0.979076557,-0.154547639,0.81749937,-0.024502358,0.939106516,0.132707919,0.798926068
202,XM_037949497.1,0.031070035,0.998595756,-0.364350612,0.705726368,-0.150473208,0.705704219,0.215972029,0.798926068
203,XM_037949498.1,-0.049904336,0.998595756,-0.147414033,0.879508902,-0.12303236,0.705704219,0.028797971,0.969399456
204,XM_037949499.1,0.086403083,0.998595756,0.160222324,0.96072837,0.173124141,0.828572582,0.003346545,0.999068256
205,XM_037949500.1,0.007682619,0.998595756,-0.191473332,0.923436178,-0.111036355,0.927847579,0.10721841,0.798926068
206,XM_037949501.1,0.175480543,0.962879792,0.028738051,0.989220356,0.192442826,0.711175514,0.159673597,0.898499533
207,XM_037949502.1,0.364016473,0.964938509,0.560484204,0.88487639,0.671851906,0.705704219,0.12051583,0.961526546
208,XM_037949503.1,0.071700466,0.998595756,-0.125415585,0.959582624,0.022131079,0.978168842,0.161388273,0.896140313
209,XM_037949504.1,-0.095896778,0.86877676,-0.052019855,0.946015419,-0.122499401,0.674287192,-0.068585014,0.847914244
210,XM_037949505.1,-0.132427708,0.830274041,0.075655964,0.930131343,-0.096499392,0.705704219,-0.169872822,0.798926068
211,XM_037949506.1,0.247795888,0.998595756,-0.623673327,0.906798982,-0.084620233,0.972782573,0.567438932,0.798926068
212,XM_037949507.1,-0.224092218,0.992796757,-1.004952333,0.729268012,-0.76489996,0.705704219,0.218055009,0.89920265
213,XM_037949508.1,-0.313216297,0.97884941,-1.234564893,0.705726368,-0.779070047,0.705704219,0.447802418,0.845043934
214,XM_037949509.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
215,XM_037949510.1,0.057940694,0.998595756,1.611089408,0.7471754,0.893994002,0.71418838,-0.773665877,0.798926068
216,XM_037949511.1,-0.183514682,0.956620602,-0.380796135,0.783065046,-0.388818259,0.705704219,-0.003667815,0.995502828
217,XM_037949512.1,0.062955284,0.99014256,-0.080121811,0.951784795,0.024409835,0.951721546,0.116414594,0.856883088
218,XM_037949513.1,-0.743150148,0.943506149,1.434541519,0.794092056,0.056923812,0.987087084,-1.361645862,0.798926068
219,XM_037949514.1,-0.032152935,0.998595756,0.025850283,0.98453883,-0.023450561,0.962029059,-0.039421933,0.961690803
220,XM_037949515.1,-0.06397295,0.998595756,-0.090908226,0.956682975,-0.105625215,0.799655917,-0.000347765,0.999770709
221,XM_037949516.1,0.006402981,0.998595756,0.642312326,0.766267757,0.389890368,0.721351255,-0.212494123,0.878153821
222,XM_037949517.1,-0.019297546,0.998595756,-0.097294181,0.789699751,-0.066380678,0.705704219,0.033664527,0.917507526
223,XM_037949518.1,0.335347858,0.991350461,1.680904658,0.705726368,1.23658475,0.705704219,-0.454367204,0.878153821
224,XM_037949519.1,-0.060638531,0.998595756,-0.125144812,0.953958432,-0.122362039,0.865134796,0.016367644,0.989427777
225,XM_037949520.1,-0.036892414,0.998595756,0.362876169,0.893466835,0.174549785,0.811387333,-0.176373407,0.915166449
226,XM_037949521.1,-0.073951696,0.998595756,0.400191034,0.744829737,0.13127526,0.792165883,-0.264555169,0.798926068
227,XM_037949522.1,0.256424855,0.94029336,0.020132615,0.994659412,0.265954084,0.705704219,0.249835432,0.859229133
228,XM_037949523.1,0.072334104,0.97884941,-0.053202469,0.962724676,0.044375633,0.933889371,0.10721841,0.798926068
